INFO:root:[AutoTrain] ep=0, question='Who will be the next president of Poland?', correct=11, chosen=11, rew=1, eps=0.995, confidence=0.0769
INFO:root:[AutoTrain] ep=201, question='Which language do Czechs speak?', correct=10, chosen=10, rew=1, eps=0.363, confidence=-0.2843
INFO:root:[AutoTrain] ep=202, question='What are the main colors of the Polish flag?', correct=4, chosen=8, rew=-1, eps=0.361, confidence=-0.5781
INFO:root:[AutoTrain] ep=203, question='Berlin is capital of which country?', correct=12, chosen=7, rew=-1, eps=0.360, confidence=0.0769
INFO:root:[AutoTrain] ep=204, question='What is the capital of the Czech Republic?', correct=5, chosen=11, rew=-1, eps=0.358, confidence=0.0769
INFO:root:[AutoTrain] ep=205, question='What is the capital of Poland?', correct=0, chosen=0, rew=1, eps=0.356, confidence=-0.1108
INFO:root:[AutoTrain] ep=206, question='How does a leap year work? ', correct=4, chosen=3, rew=-1, eps=0.354, confidence=-0.0487
INFO:root:[AutoTrain] ep=207, question='How many days does February contain in a leap year?', correct=3, chosen=3, rew=1, eps=0.353, confidence=0.3085
INFO:root:[AutoTrain] ep=208, question='Which city keeps 'Lady with an Ermine'?', correct=8, chosen=1, rew=-1, eps=0.351, confidence=-0.0245
INFO:root:[AutoTrain] ep=209, question='What is the next winning lottery number?', correct=11, chosen=11, rew=1, eps=0.349, confidence=-0.5754
INFO:root:[AutoTrain] ep=210, question='What is the difference between a city and a country?', correct=4, chosen=1, rew=-1, eps=0.347, confidence=-0.4312
INFO:root:[AutoTrain] ep=211, question='In which city is 'Lady with an Ermine' located?', correct=9, chosen=1, rew=-1, eps=0.346, confidence=-0.0782
INFO:root:[AutoTrain] ep=212, question='Where is 'Lady with an Ermine' located?', correct=8, chosen=8, rew=1, eps=0.344, confidence=0.0313
INFO:root:[AutoTrain] ep=213, question='Which city keeps 'Lady with an Ermine'?', correct=8, chosen=1, rew=-1, eps=0.342, confidence=0.0244
INFO:root:[AutoTrain] ep=214, question='How many planets will be discovered in the future?', correct=11, chosen=11, rew=1, eps=0.340, confidence=0.0310
INFO:root:[AutoTrain] ep=215, question='What is the capital of Germany?', correct=6, chosen=2, rew=-1, eps=0.339, confidence=0.0769
INFO:root:[AutoTrain] ep=216, question='Can you tell me what I had for breakfast today?', correct=11, chosen=1, rew=-1, eps=0.337, confidence=-0.2740
INFO:root:[AutoTrain] ep=217, question='What will the stock market do next week?', correct=11, chosen=4, rew=-1, eps=0.335, confidence=0.0769
INFO:root:[AutoTrain] ep=218, question='Capital of Poland is? ', correct=0, chosen=0, rew=1, eps=0.334, confidence=0.5142
INFO:root:[AutoTrain] ep=219, question='Capitol of Poland?', correct=0, chosen=0, rew=1, eps=0.332, confidence=0.3266
INFO:root:[AutoTrain] ep=220, question='University in Hradec Kralove?', correct=2, chosen=7, rew=-1, eps=0.330, confidence=0.0769
INFO:root:[AutoTrain] ep=221, question='Who is the artist behind Lady with an Ermine?', correct=1, chosen=1, rew=1, eps=0.329, confidence=0.2028
INFO:root:[AutoTrain] ep=222, question='Who will be the next president of Poland?', correct=11, chosen=2, rew=-1, eps=0.327, confidence=0.0769
INFO:root:[AutoTrain] ep=223, question='Warsaw is the capital of what country?', correct=8, chosen=3, rew=-1, eps=0.325, confidence=0.0769
INFO:root:[AutoTrain] ep=224, question='What day is New Year?', correct=7, chosen=2, rew=-1, eps=0.324, confidence=-0.4199
INFO:root:[AutoTrain] ep=225, question='When is New Year’s Day celebrated?', correct=7, chosen=3, rew=-1, eps=0.322, confidence=-0.5925
INFO:root:[AutoTrain] ep=226, question='UHK university location?', correct=2, chosen=3, rew=-1, eps=0.321, confidence=0.0769
INFO:root:[AutoTrain] ep=227, question='Name Poland' s capital city', correct=0, chosen=0, rew=1, eps=0.319, confidence=1.1124
INFO:root:[AutoTrain] ep=228, question='Name the painter of the Lady with an Ermine.', correct=1, chosen=1, rew=1, eps=0.317, confidence=0.2715
INFO:root:[AutoTrain] ep=229, question='Where is the capital city of Poland?', correct=0, chosen=0, rew=1, eps=0.316, confidence=0.9944
INFO:root:[AutoTrain] ep=230, question='What is capital of Germany?', correct=6, chosen=0, rew=-1, eps=0.314, confidence=-0.4336
INFO:root:[AutoTrain] ep=231, question='What is the next winning lottery number?', correct=11, chosen=10, rew=-1, eps=0.313, confidence=-0.5385
INFO:root:[AutoTrain] ep=232, question='Is there a university called UHK?', correct=2, chosen=0, rew=-1, eps=0.311, confidence=0.0126
INFO:root:[AutoTrain] ep=233, question='Who is the painter of 'Lady with an Ermine'?', correct=1, chosen=10, rew=-1, eps=0.309, confidence=0.0769
INFO:root:[AutoTrain] ep=234, question='Where you can found painting: Lady with an Ermine?', correct=8, chosen=8, rew=1, eps=0.308, confidence=0.5608
INFO:root:[AutoTrain] ep=235, question='What are the main colors of the Polish flag?', correct=4, chosen=8, rew=-1, eps=0.306, confidence=-0.5774
INFO:root:[AutoTrain] ep=236, question='What day is New Year?', correct=7, chosen=2, rew=-1, eps=0.305, confidence=-0.4322
INFO:root:[AutoTrain] ep=237, question='What is capital of Germany?', correct=6, chosen=0, rew=-1, eps=0.303, confidence=-0.5029
INFO:root:[AutoTrain] ep=238, question='Where is 'Lady with an Ermine' kept?', correct=8, chosen=2, rew=-1, eps=0.302, confidence=0.0769
INFO:root:[AutoTrain] ep=239, question='Where can I find the painting 'Lady with an Ermine'?', correct=8, chosen=8, rew=1, eps=0.300, confidence=1.1191
INFO:root:[AutoTrain] ep=240, question='What is UHK?', correct=2, chosen=2, rew=1, eps=0.299, confidence=-0.2337
INFO:root:[AutoTrain] ep=241, question='On which date do people celebrate New Year’s Day?', correct=7, chosen=7, rew=1, eps=0.297, confidence=-0.0856
INFO:root:[AutoTrain] ep=242, question='What is the capital of Poland?', correct=0, chosen=7, rew=-1, eps=0.296, confidence=0.0769
INFO:root:[AutoTrain] ep=243, question='Who is the author of the painting 'Lady with an Ermine'?', correct=1, chosen=1, rew=1, eps=0.294, confidence=0.2987
INFO:root:[AutoTrain] ep=244, question='What is Poland's capital?', correct=0, chosen=0, rew=1, eps=0.293, confidence=0.5411
INFO:root:[AutoTrain] ep=245, question='Who painted the Lady with an Ermine?', correct=1, chosen=1, rew=1, eps=0.291, confidence=0.1391
INFO:root:[AutoTrain] ep=246, question='Capitol of Poland?', correct=0, chosen=0, rew=1, eps=0.290, confidence=0.4926
INFO:root:[AutoTrain] ep=247, question='Czech Republic language?', correct=10, chosen=9, rew=-1, eps=0.288, confidence=0.0769
INFO:root:[AutoTrain] ep=248, question='In which country can you find the painting 'Lady with an Ermine'?', correct=8, chosen=0, rew=-1, eps=0.287, confidence=0.0769
INFO:root:[AutoTrain] ep=249, question='What is the name of the painting , which features a lady with an ermine?', correct=9, chosen=8, rew=-1, eps=0.286, confidence=0.1985
INFO:root:[AutoTrain] ep=250, question='New Year's Day date?', correct=7, chosen=10, rew=-1, eps=0.284, confidence=0.0769
INFO:root:[AutoTrain] ep=251, question='What language do people speak in Czech Republic?', correct=10, chosen=10, rew=1, eps=0.283, confidence=-0.3406
INFO:root:[AutoTrain] ep=252, question='Which language is spoken in the Czech Republic?', correct=10, chosen=10, rew=1, eps=0.281, confidence=0.1612
INFO:root:[AutoTrain] ep=253, question='Is there a university called UHK?', correct=2, chosen=10, rew=-1, eps=0.280, confidence=0.0113
INFO:root:[AutoTrain] ep=254, question='Berlin is capital of which country?', correct=12, chosen=2, rew=-1, eps=0.279, confidence=-0.3033
INFO:root:[AutoTrain] ep=255, question='What day is New Year?', correct=7, chosen=8, rew=-1, eps=0.277, confidence=0.0769
INFO:root:[AutoTrain] ep=256, question='Warsaw is the capital of which country?', correct=8, chosen=10, rew=-1, eps=0.276, confidence=-0.4443
INFO:root:[AutoTrain] ep=257, question='How many planets will be discovered in the future?', correct=11, chosen=5, rew=-1, eps=0.274, confidence=0.0769
INFO:root:[AutoTrain] ep=258, question='What is the capital of Poland?', correct=0, chosen=0, rew=1, eps=0.273, confidence=0.6015
INFO:root:[AutoTrain] ep=259, question='What is the next winning lottery number?', correct=11, chosen=11, rew=1, eps=0.272, confidence=-0.5070
INFO:root:[AutoTrain] ep=260, question='Date of New Year's Day?', correct=7, chosen=10, rew=-1, eps=0.270, confidence=-0.1684
INFO:root:[AutoTrain] ep=261, question='Who is the author of the painting 'Lady with an Ermine'?', correct=1, chosen=1, rew=1, eps=0.269, confidence=0.3524
INFO:root:[AutoTrain] ep=262, question='What happens when you mix blue and yellow paint? ', correct=4, chosen=10, rew=-1, eps=0.268, confidence=-0.5089
INFO:root:[AutoTrain] ep=263, question='Who is the artist behind Lady with an Ermine?', correct=1, chosen=1, rew=1, eps=0.266, confidence=0.2916
INFO:root:[AutoTrain] ep=264, question='Where will I be in 10 years?', correct=11, chosen=0, rew=-1, eps=0.265, confidence=0.0769
INFO:root:[AutoTrain] ep=265, question='In which city is 'Lady with an Ermine' located?', correct=9, chosen=8, rew=-1, eps=0.264, confidence=-0.4895
INFO:root:[AutoTrain] ep=266, question='What is the name of the painting , which features a lady with an ermine?', correct=9, chosen=11, rew=-1, eps=0.262, confidence=0.0769
INFO:root:[AutoTrain] ep=267, question='Berlin is capital of which country?', correct=12, chosen=2, rew=-1, eps=0.261, confidence=-0.3095
INFO:root:[AutoTrain] ep=268, question='Which language do Czechs speak?', correct=10, chosen=3, rew=-1, eps=0.260, confidence=0.0769
INFO:root:[AutoTrain] ep=269, question='Where is the capital city of Poland?', correct=0, chosen=0, rew=1, eps=0.258, confidence=1.0613
INFO:root:[AutoTrain] ep=270, question='What is the next number in the sequence: 2, 4 , 8, 16...?', correct=4, chosen=7, rew=-1, eps=0.257, confidence=0.0769
INFO:root:[AutoTrain] ep=271, question='Name Poland' s capital city', correct=0, chosen=0, rew=1, eps=0.256, confidence=1.2215
INFO:root:[AutoTrain] ep=272, question='How does a leap year work? ', correct=4, chosen=9, rew=-1, eps=0.255, confidence=0.0769
INFO:root:[AutoTrain] ep=273, question='Which language do Czechs speak?', correct=10, chosen=8, rew=-1, eps=0.253, confidence=0.0769
INFO:root:[AutoTrain] ep=274, question='Warsaw is the capital of which country?', correct=8, chosen=10, rew=-1, eps=0.252, confidence=-0.5217
INFO:root:[AutoTrain] ep=275, question='University in Hradec Kralove?', correct=2, chosen=2, rew=1, eps=0.251, confidence=0.2611
INFO:root:[AutoTrain] ep=276, question='Explain the concept of gravity in simple terms.', correct=4, chosen=11, rew=-1, eps=0.249, confidence=0.0769
INFO:root:[AutoTrain] ep=277, question='Who is the artist behind Lady with an Ermine?', correct=1, chosen=1, rew=1, eps=0.248, confidence=0.4431
INFO:root:[AutoTrain] ep=278, question='On which date do people celebrate New Year’s Day?', correct=7, chosen=7, rew=1, eps=0.247, confidence=0.0999
INFO:root:[AutoTrain] ep=279, question='Which city keeps 'Lady with an Ermine'?', correct=8, chosen=1, rew=-1, eps=0.246, confidence=-0.4487
INFO:root:[AutoTrain] ep=280, question='Czech Republic language?', correct=10, chosen=10, rew=1, eps=0.245, confidence=0.3759
INFO:root:[AutoTrain] ep=281, question='What will the stock market do next week?', correct=11, chosen=11, rew=1, eps=0.243, confidence=-0.3671
INFO:root:[AutoTrain] ep=282, question='Who is the painter of 'Lady with an Ermine'?', correct=1, chosen=0, rew=-1, eps=0.242, confidence=0.0769
INFO:root:[AutoTrain] ep=283, question='Where you can found painting: Lady with an Ermine?', correct=8, chosen=1, rew=-1, eps=0.241, confidence=0.0769
INFO:root:[AutoTrain] ep=284, question='Which artist painted 'Lady with an Ermine'?', correct=1, chosen=1, rew=1, eps=0.240, confidence=0.1930
INFO:root:[AutoTrain] ep=285, question='What is capital of Germany?', correct=6, chosen=0, rew=-1, eps=0.238, confidence=-0.5857
INFO:root:[AutoTrain] ep=286, question='Warsaw is capital of what country?', correct=8, chosen=5, rew=-1, eps=0.237, confidence=0.0769
INFO:root:[AutoTrain] ep=287, question='Czech Republic language?', correct=10, chosen=10, rew=1, eps=0.236, confidence=0.4817
INFO:root:[AutoTrain] ep=288, question='Who is the author of 'Lady with an Ermine'?', correct=1, chosen=7, rew=-1, eps=0.235, confidence=0.0769
INFO:root:[AutoTrain] ep=289, question='Which artist painted 'Lady with an Ermine'?', correct=1, chosen=5, rew=-1, eps=0.234, confidence=0.0769
INFO:root:[AutoTrain] ep=290, question='In which country can you find the painting 'Lady with an Ermine'?', correct=8, chosen=8, rew=1, eps=0.233, confidence=0.7714
INFO:root:[AutoTrain] ep=291, question='When is New Year’s Day celebrated?', correct=7, chosen=7, rew=1, eps=0.231, confidence=-0.5749
INFO:root:[AutoTrain] ep=292, question='What is the name of university in Hradec Kralove?', correct=2, chosen=10, rew=-1, eps=0.230, confidence=0.0769
INFO:root:[AutoTrain] ep=293, question='What is the name of university in Hradec Kralove?', correct=2, chosen=2, rew=1, eps=0.229, confidence=0.1302
INFO:root:[AutoTrain] ep=294, question='Where can I find the painting 'Lady with an Ermine'?', correct=8, chosen=8, rew=1, eps=0.228, confidence=1.1080
INFO:root:[AutoTrain] ep=295, question='What language do people speak in Czechia?', correct=10, chosen=10, rew=1, eps=0.227, confidence=0.1116
INFO:root:[AutoTrain] ep=296, question='On which date do people celebrate New Year’s Day?', correct=7, chosen=7, rew=1, eps=0.226, confidence=0.2666
INFO:root:[AutoTrain] ep=297, question='Language spoken in Czech Republic?', correct=10, chosen=4, rew=-1, eps=0.225, confidence=0.0769
INFO:root:[AutoTrain] ep=298, question='How many days in leap year February?', correct=3, chosen=3, rew=1, eps=0.223, confidence=0.6813
INFO:root:[AutoTrain] ep=299, question='Where is 'Lady with an Ermine' located?', correct=8, chosen=8, rew=1, eps=0.222, confidence=0.3984
INFO:root:[AutoTrain] ep=300, question='New Year's Day date?', correct=7, chosen=11, rew=-1, eps=0.221, confidence=0.0769
INFO:root:[AutoTrain] ep=301, question='How does a leap year work? ', correct=4, chosen=1, rew=-1, eps=0.220, confidence=0.0769
INFO:root:[AutoTrain] ep=302, question='Which artist painted 'Lady with an Ermine'?', correct=1, chosen=1, rew=1, eps=0.219, confidence=0.3558
INFO:root:[AutoTrain] ep=303, question='Where will I be in 10 years?', correct=11, chosen=8, rew=-1, eps=0.218, confidence=0.1886
INFO:root:[AutoTrain] ep=304, question='On which date do people celebrate New Year’s Day?', correct=7, chosen=7, rew=1, eps=0.217, confidence=0.4021
INFO:root:[AutoTrain] ep=305, question='Warsaw is the capital of which country?', correct=8, chosen=1, rew=-1, eps=0.216, confidence=-0.5534
INFO:root:[AutoTrain] ep=306, question='Which artist painted 'Lady with an Ermine'?', correct=1, chosen=1, rew=1, eps=0.215, confidence=0.3859
INFO:root:[AutoTrain] ep=307, question='Give me an example of a secure password.', correct=4, chosen=11, rew=-1, eps=0.214, confidence=0.0769
INFO:root:[AutoTrain] ep=308, question='What language do people speak in Czechia?', correct=10, chosen=10, rew=1, eps=0.212, confidence=0.2975
INFO:root:[AutoTrain] ep=309, question='Which artist painted 'Lady with an Ermine'?', correct=1, chosen=1, rew=1, eps=0.211, confidence=0.4197
INFO:root:[AutoTrain] ep=310, question='Tell me about UHK', correct=2, chosen=10, rew=-1, eps=0.210, confidence=0.0365
INFO:root:[AutoTrain] ep=311, question='When is January 1 celebrated?', correct=7, chosen=1, rew=-1, eps=0.209, confidence=-0.5103
INFO:root:[AutoTrain] ep=312, question='What is the capital of Czech Republic?', correct=5, chosen=4, rew=-1, eps=0.208, confidence=0.0769
INFO:root:[AutoTrain] ep=313, question='Where is 'Lady with an Ermine' displayed?', correct=8, chosen=8, rew=1, eps=0.207, confidence=0.6794
INFO:root:[AutoTrain] ep=314, question='Which language do Czechs speak?', correct=10, chosen=3, rew=-1, eps=0.206, confidence=0.0769
INFO:root:[AutoTrain] ep=315, question='Which language is spoken in the Czech Republic?', correct=10, chosen=10, rew=1, eps=0.205, confidence=0.8377
INFO:root:[AutoTrain] ep=316, question='What language do people speak in Czech Republic?', correct=10, chosen=10, rew=1, eps=0.204, confidence=0.6274
INFO:root:[AutoTrain] ep=317, question='How does a leap year work? ', correct=4, chosen=3, rew=-1, eps=0.203, confidence=-0.0306
INFO:root:[AutoTrain] ep=318, question='Give me an example of a secure password.', correct=4, chosen=1, rew=-1, eps=0.202, confidence=-0.2299
INFO:root:[AutoTrain] ep=319, question='What is capital of Germany?', correct=6, chosen=7, rew=-1, eps=0.201, confidence=-0.6088
INFO:root:[AutoTrain] ep=320, question='Who is the author of the painting 'Lady with an Ermine'?', correct=1, chosen=1, rew=1, eps=0.200, confidence=0.7983
INFO:root:[AutoTrain] ep=321, question='Is there a university called UHK?', correct=2, chosen=2, rew=1, eps=0.199, confidence=0.1687
INFO:root:[AutoTrain] ep=322, question='Which university that teaches computer science is the biggest in Hradec Kralove?', correct=2, chosen=8, rew=-1, eps=0.198, confidence=0.0769
INFO:root:[AutoTrain] ep=323, question='What is the name of the painting , which features a lady with an ermine?', correct=9, chosen=1, rew=-1, eps=0.197, confidence=0.0252
INFO:root:[AutoTrain] ep=324, question='On which date do people celebrate New Year’s Day?', correct=7, chosen=1, rew=-1, eps=0.196, confidence=0.0769
INFO:root:[AutoTrain] ep=325, question='UHK university location?', correct=2, chosen=2, rew=1, eps=0.195, confidence=0.1627
INFO:root:[AutoTrain] ep=326, question='Is there a university called UHK?', correct=2, chosen=2, rew=1, eps=0.194, confidence=0.1676
INFO:root:[AutoTrain] ep=327, question='Who is the painter of 'Lady with an Ermine'?', correct=1, chosen=1, rew=1, eps=0.193, confidence=1.2519
INFO:root:[AutoTrain] ep=328, question='What happens when you mix blue and yellow paint? ', correct=4, chosen=10, rew=-1, eps=0.192, confidence=-0.5461
INFO:root:[AutoTrain] ep=329, question='Name the painter of the Lady with an Ermine.', correct=1, chosen=1, rew=1, eps=0.191, confidence=1.0914
INFO:root:[AutoTrain] ep=330, question='Which language is spoken in Czech Republic?', correct=10, chosen=1, rew=-1, eps=0.190, confidence=0.0769
INFO:root:[AutoTrain] ep=331, question='Which city keeps 'Lady with an Ermine'?', correct=8, chosen=0, rew=-1, eps=0.189, confidence=0.0769
INFO:root:[AutoTrain] ep=332, question='Which language is spoken in Czech Republic?', correct=10, chosen=4, rew=-1, eps=0.188, confidence=0.0769
INFO:root:[AutoTrain] ep=333, question='What is the name of the painting , which features a lady with an ermine?', correct=9, chosen=1, rew=-1, eps=0.187, confidence=0.1053
INFO:root:[AutoTrain] ep=334, question='What is UHK?', correct=2, chosen=2, rew=1, eps=0.187, confidence=-0.1255
INFO:root:[AutoTrain] ep=335, question='When is New Year's Day celebrated?', correct=7, chosen=7, rew=1, eps=0.186, confidence=0.0059
INFO:root:[AutoTrain] ep=336, question='Who will be the next president of Poland?', correct=11, chosen=0, rew=-1, eps=0.185, confidence=0.9482
INFO:root:[AutoTrain] ep=337, question='What is the capital of Poland?', correct=0, chosen=0, rew=1, eps=0.184, confidence=0.7740
INFO:root:[AutoTrain] ep=338, question='Which language is spoken in the Czech Republic?', correct=10, chosen=10, rew=1, eps=0.183, confidence=0.9656
INFO:root:[AutoTrain] ep=339, question='Berlin is capital of which country?', correct=12, chosen=2, rew=-1, eps=0.182, confidence=-0.4789
INFO:root:[AutoTrain] ep=340, question='On which date do people celebrate New Year’s Day?', correct=7, chosen=7, rew=1, eps=0.181, confidence=0.7252
INFO:root:[AutoTrain] ep=341, question='Who is the artist behind Lady with an Ermine?', correct=1, chosen=1, rew=1, eps=0.180, confidence=1.0861
INFO:root:[AutoTrain] ep=342, question='What is the capital of Poland?', correct=0, chosen=0, rew=1, eps=0.179, confidence=0.7436
INFO:root:[AutoTrain] ep=343, question='Warsaw is the capital of what country?', correct=8, chosen=8, rew=1, eps=0.178, confidence=-0.7954
INFO:root:[AutoTrain] ep=344, question='New Year's Day date?', correct=7, chosen=7, rew=1, eps=0.177, confidence=0.0851
INFO:root:[AutoTrain] ep=345, question='Which language do Czechs speak?', correct=10, chosen=10, rew=1, eps=0.177, confidence=0.8307
INFO:root:[AutoTrain] ep=346, question='Name Poland' s capital city', correct=0, chosen=0, rew=1, eps=0.176, confidence=1.1236
INFO:root:[AutoTrain] ep=347, question='What is the capital of Czech Republic?', correct=5, chosen=10, rew=-1, eps=0.175, confidence=-0.5167
INFO:root:[AutoTrain] ep=348, question='What language do people speak in Czech Republic?', correct=10, chosen=10, rew=1, eps=0.174, confidence=0.9080
INFO:root:[AutoTrain] ep=349, question='When is New Year's Day celebrated?', correct=7, chosen=7, rew=1, eps=0.173, confidence=0.0533
INFO:root:[AutoTrain] ep=350, question='Which city keeps 'Lady with an Ermine'?', correct=8, chosen=12, rew=-1, eps=0.172, confidence=0.0769
INFO:root:[AutoTrain] ep=351, question='What is the capital of the Czech Republic?', correct=5, chosen=10, rew=-1, eps=0.171, confidence=-0.5339
INFO:root:[AutoTrain] ep=352, question='What is the capital of the Czech Republic?', correct=5, chosen=10, rew=-1, eps=0.170, confidence=-0.5400
INFO:root:[AutoTrain] ep=353, question='Who will be the next president of Poland?', correct=11, chosen=0, rew=-1, eps=0.170, confidence=0.7290
INFO:root:[AutoTrain] ep=354, question='Who painted the Lady with an Ermine?', correct=1, chosen=12, rew=-1, eps=0.169, confidence=0.0769
INFO:root:[AutoTrain] ep=355, question='What is the capital of Poland?', correct=0, chosen=0, rew=1, eps=0.168, confidence=0.6851
INFO:root:[AutoTrain] ep=356, question='What happens when you mix blue and yellow paint? ', correct=4, chosen=10, rew=-1, eps=0.167, confidence=-0.7433
INFO:root:[AutoTrain] ep=357, question='Where you can found painting: Lady with an Ermine?', correct=8, chosen=8, rew=1, eps=0.166, confidence=0.6242
INFO:root:[AutoTrain] ep=358, question='Who is the author of 'Lady with an Ermine'?', correct=1, chosen=1, rew=1, eps=0.165, confidence=0.6289
INFO:root:[AutoTrain] ep=359, question='What is the name of the painting , which features a lady with an ermine?', correct=9, chosen=8, rew=-1, eps=0.165, confidence=-0.2806
INFO:root:[AutoTrain] ep=360, question='Name the painter of the Lady with an Ermine.', correct=1, chosen=1, rew=1, eps=0.164, confidence=0.8494
INFO:root:[AutoTrain] ep=361, question='Which language do people speak in Czech Republic?', correct=10, chosen=1, rew=-1, eps=0.163, confidence=0.0769
INFO:root:[AutoTrain] ep=362, question='Give me an example of a secure password.', correct=4, chosen=7, rew=-1, eps=0.162, confidence=-0.2586
INFO:root:[AutoTrain] ep=363, question='On which date do people celebrate New Year’s Day?', correct=7, chosen=3, rew=-1, eps=0.161, confidence=0.0769
INFO:root:[AutoTrain] ep=364, question='When is New Year’s Day celebrated?', correct=7, chosen=7, rew=1, eps=0.160, confidence=0.1502
INFO:root:[AutoTrain] ep=365, question='Who is the author of the painting 'Lady with an Ermine'?', correct=1, chosen=1, rew=1, eps=0.160, confidence=0.7826
INFO:root:[AutoTrain] ep=366, question='Date of New Year's Day?', correct=7, chosen=7, rew=1, eps=0.159, confidence=0.1794
INFO:root:[AutoTrain] ep=367, question='How many days in leap year February?', correct=3, chosen=3, rew=1, eps=0.158, confidence=0.7783
INFO:root:[AutoTrain] ep=368, question='Where can I find the painting 'Lady with an Ermine'?', correct=8, chosen=8, rew=1, eps=0.157, confidence=1.1116
INFO:root:[AutoTrain] ep=369, question='Can you tell me what I had for breakfast today?', correct=11, chosen=11, rew=1, eps=0.157, confidence=-0.1143
INFO:root:[AutoTrain] ep=370, question='Which language do people speak in Czech Republic?', correct=10, chosen=8, rew=-1, eps=0.156, confidence=0.0769
INFO:root:[AutoTrain] ep=371, question='How many days does February contain in a leap year?', correct=3, chosen=3, rew=1, eps=0.155, confidence=0.7763
INFO:root:[AutoTrain] ep=372, question='How many days does February have in a leap year?', correct=3, chosen=3, rew=1, eps=0.154, confidence=0.9060
INFO:root:[AutoTrain] ep=373, question='Where will I be in 10 years?', correct=11, chosen=8, rew=-1, eps=0.153, confidence=0.1946
INFO:root:[AutoTrain] ep=374, question='Which city keeps 'Lady with an Ermine'?', correct=8, chosen=8, rew=1, eps=0.153, confidence=-0.7527
INFO:root:[AutoTrain] ep=375, question='Date of New Year's Day?', correct=7, chosen=7, rew=1, eps=0.152, confidence=0.3251
INFO:root:[AutoTrain] ep=376, question='Who is the artist behind Lady with an Ermine?', correct=1, chosen=1, rew=1, eps=0.151, confidence=1.0433
INFO:root:[AutoTrain] ep=377, question='When is January 1 celebrated?', correct=7, chosen=7, rew=1, eps=0.150, confidence=-0.2859
INFO:root:[AutoTrain] ep=378, question='When is New Year’s Day celebrated?', correct=7, chosen=7, rew=1, eps=0.150, confidence=0.0769
INFO:root:[AutoTrain] ep=379, question='What language do people speak in Czech Republic?', correct=10, chosen=10, rew=1, eps=0.149, confidence=0.8579
INFO:root:[AutoTrain] ep=380, question='Who is the artist behind Lady with an Ermine?', correct=1, chosen=1, rew=1, eps=0.148, confidence=1.0651
INFO:root:[AutoTrain] ep=381, question='What is the capital of Poland?', correct=0, chosen=0, rew=1, eps=0.147, confidence=0.7647
INFO:root:[AutoTrain] ep=382, question='Where can I find the painting 'Lady with an Ermine'?', correct=8, chosen=1, rew=-1, eps=0.147, confidence=0.0769
INFO:root:[AutoTrain] ep=383, question='What is the name of university in Hradec Kralove?', correct=2, chosen=2, rew=1, eps=0.146, confidence=0.7167
INFO:root:[AutoTrain] ep=384, question='Name Poland' s capital city', correct=0, chosen=1, rew=-1, eps=0.145, confidence=0.0769
INFO:root:[AutoTrain] ep=385, question='Who created the painting 'Lady with an Ermine'?', correct=1, chosen=7, rew=-1, eps=0.144, confidence=0.0769
INFO:root:[AutoTrain] ep=386, question='What is the difference between a city and a country?', correct=4, chosen=2, rew=-1, eps=0.144, confidence=-0.3930
INFO:root:[AutoTrain] ep=387, question='What language do people speak in Czech Republic?', correct=10, chosen=10, rew=1, eps=0.143, confidence=0.8479
INFO:root:[AutoTrain] ep=388, question='Where is located the painting called 'Lady with an Ermine'?', correct=8, chosen=8, rew=1, eps=0.142, confidence=0.7570
INFO:root:[AutoTrain] ep=389, question='What day is New Year?', correct=7, chosen=7, rew=1, eps=0.142, confidence=-0.2830
INFO:root:[AutoTrain] ep=390, question='When is New Year’s Day celebrated?', correct=7, chosen=7, rew=1, eps=0.141, confidence=0.6617
INFO:root:[AutoTrain] ep=391, question='What is the language used in the Czech Republic?', correct=10, chosen=10, rew=1, eps=0.140, confidence=0.3731
INFO:root:[AutoTrain] ep=392, question='What is capital of Germany?', correct=6, chosen=7, rew=-1, eps=0.139, confidence=-0.5463
INFO:root:[AutoTrain] ep=393, question='What is the capital of Poland?', correct=0, chosen=0, rew=1, eps=0.139, confidence=0.9236
INFO:root:[AutoTrain] ep=394, question='What day is New Year?', correct=7, chosen=7, rew=1, eps=0.138, confidence=-0.2499
INFO:root:[AutoTrain] ep=395, question='Czech Republic official language?', correct=10, chosen=10, rew=1, eps=0.137, confidence=0.8871
INFO:root:[AutoTrain] ep=396, question='What is capital of Germany?', correct=6, chosen=7, rew=-1, eps=0.137, confidence=-0.5470
INFO:root:[AutoTrain] ep=397, question='What is the capital of Poland?', correct=0, chosen=0, rew=1, eps=0.136, confidence=0.8930
INFO:root:[AutoTrain] ep=398, question='What is the language used in the Czech Republic?', correct=10, chosen=10, rew=1, eps=0.135, confidence=0.3733
INFO:root:[AutoTrain] ep=399, question='Czech Republic official language?', correct=10, chosen=10, rew=1, eps=0.135, confidence=0.8872
INFO:root:[AutoTrain] ep=400, question='Explain the concept of gravity in simple terms.', correct=4, chosen=11, rew=-1, eps=0.134, confidence=-0.4503
INFO:root:[AutoTrain] ep=401, question='What is the language used in the Czech Republic?', correct=10, chosen=10, rew=1, eps=0.133, confidence=0.0769
INFO:root:[AutoTrain] ep=402, question='Which country has Lady with an Ermine?', correct=8, chosen=8, rew=1, eps=0.133, confidence=0.2419
INFO:root:[AutoTrain] ep=403, question='Who created the painting 'Lady with an Ermine'?', correct=1, chosen=1, rew=1, eps=0.132, confidence=0.5286
