INFO:root:[AutoTrain] ep=0, question='Language spoken in Czech Republic?', correct=10, chosen=4, rew=-1, eps=0.995, confidence=0.0769
INFO:root:[AutoTrain] ep=392, question='Explain the concept of gravity in simple terms.', correct=4, chosen=9, rew=-1, eps=0.139, confidence=-0.4674
INFO:root:[AutoTrain] ep=393, question='Which artist painted 'Lady with an Ermine'?', correct=1, chosen=7, rew=-1, eps=0.139, confidence=-0.6066
INFO:root:[AutoTrain] ep=394, question='What is the difference between a city and a country?', correct=4, chosen=8, rew=-1, eps=0.138, confidence=-0.0199
INFO:root:[AutoTrain] ep=395, question='UHK university location?', correct=2, chosen=7, rew=-1, eps=0.137, confidence=-0.4894
INFO:root:[AutoTrain] ep=396, question='Which language do Czechs speak?', correct=10, chosen=10, rew=1, eps=0.137, confidence=0.8804
INFO:root:[AutoTrain] ep=397, question='Czech Republic language?', correct=10, chosen=10, rew=1, eps=0.136, confidence=0.9429
INFO:root:[AutoTrain] ep=398, question='Capitol of Poland?', correct=0, chosen=0, rew=1, eps=0.135, confidence=0.2036
INFO:root:[AutoTrain] ep=399, question='What language do people speak in Czech Republic?', correct=10, chosen=10, rew=1, eps=0.135, confidence=0.8520
INFO:root:[AutoTrain] ep=400, question='What is the next number in the sequence: 2, 4 , 8, 16...?', correct=4, chosen=7, rew=-1, eps=0.134, confidence=-0.7501
INFO:root:[AutoTrain] ep=401, question='What is the capital of Poland?', correct=0, chosen=0, rew=1, eps=0.133, confidence=0.7441
INFO:root:[AutoTrain] ep=402, question='How many planets will be discovered in the future?', correct=11, chosen=10, rew=-1, eps=0.133, confidence=-0.4760
INFO:root:[AutoTrain] ep=403, question='Who is the painter of 'Lady with an Ermine'?', correct=1, chosen=7, rew=-1, eps=0.132, confidence=-0.6129
INFO:root:[AutoTrain] ep=404, question='What is capital of Germany?', correct=6, chosen=8, rew=-1, eps=0.131, confidence=0.0769
INFO:root:[AutoTrain] ep=405, question='Which country has Lady with an Ermine?', correct=8, chosen=8, rew=1, eps=0.131, confidence=0.9324
INFO:root:[AutoTrain] ep=406, question='Who is the artist behind Lady with an Ermine?', correct=1, chosen=7, rew=-1, eps=0.130, confidence=0.0769
INFO:root:[AutoTrain] ep=407, question='Czech Republic language?', correct=10, chosen=10, rew=1, eps=0.129, confidence=0.9839
INFO:root:[AutoTrain] ep=408, question='Where will I be in 10 years?', correct=11, chosen=8, rew=-1, eps=0.129, confidence=-0.0668
INFO:root:[AutoTrain] ep=409, question='Berlin is capital of which country?', correct=12, chosen=8, rew=-1, eps=0.128, confidence=-0.1857
INFO:root:[AutoTrain] ep=410, question='Name the painter of the Lady with an Ermine.', correct=1, chosen=7, rew=-1, eps=0.127, confidence=-0.7234
INFO:root:[AutoTrain] ep=411, question='Where will I be in 10 years?', correct=11, chosen=8, rew=-1, eps=0.127, confidence=-0.0802
INFO:root:[AutoTrain] ep=412, question='Capitol of Poland?', correct=0, chosen=0, rew=1, eps=0.126, confidence=0.2320
INFO:root:[AutoTrain] ep=413, question='Where is located the painting called 'Lady with an Ermine'?', correct=8, chosen=8, rew=1, eps=0.126, confidence=0.8487
INFO:root:[AutoTrain] ep=414, question='What is the capital of Czech Republic?', correct=5, chosen=1, rew=-1, eps=0.125, confidence=0.0769
INFO:root:[AutoTrain] ep=415, question='New Year's Day date?', correct=7, chosen=7, rew=1, eps=0.124, confidence=-0.1782
INFO:root:[AutoTrain] ep=416, question='What is capital of Germany?', correct=6, chosen=0, rew=-1, eps=0.124, confidence=-0.5811
INFO:root:[AutoTrain] ep=417, question='Which artist painted 'Lady with an Ermine'?', correct=1, chosen=7, rew=-1, eps=0.123, confidence=-0.6196
INFO:root:[AutoTrain] ep=418, question='Where you can found painting: Lady with an Ermine?', correct=8, chosen=0, rew=-1, eps=0.122, confidence=0.0769
INFO:root:[AutoTrain] ep=419, question='Date of New Year's Day?', correct=7, chosen=7, rew=1, eps=0.122, confidence=-0.1522
INFO:root:[AutoTrain] ep=420, question='What is the capital of Germany?', correct=6, chosen=7, rew=-1, eps=0.121, confidence=-0.5665
INFO:root:[AutoTrain] ep=421, question='What is the capital of Germany?', correct=6, chosen=7, rew=-1, eps=0.121, confidence=-0.5573
INFO:root:[AutoTrain] ep=422, question='Czech Republic language?', correct=10, chosen=10, rew=1, eps=0.120, confidence=0.9436
INFO:root:[AutoTrain] ep=423, question='How does a leap year work? ', correct=4, chosen=7, rew=-1, eps=0.119, confidence=-0.4433
INFO:root:[AutoTrain] ep=424, question='Which country has Lady with an Ermine?', correct=8, chosen=8, rew=1, eps=0.119, confidence=0.9256
INFO:root:[AutoTrain] ep=425, question='Warsaw is capital of what country?', correct=8, chosen=8, rew=1, eps=0.118, confidence=0.6817
INFO:root:[AutoTrain] ep=426, question='Where is the capital city of Poland?', correct=0, chosen=0, rew=1, eps=0.118, confidence=0.7530
INFO:root:[AutoTrain] ep=427, question='Date of New Year's Day?', correct=7, chosen=7, rew=1, eps=0.117, confidence=-0.0807
INFO:root:[AutoTrain] ep=428, question='Tell me about UHK', correct=2, chosen=7, rew=-1, eps=0.116, confidence=-0.3691
INFO:root:[AutoTrain] ep=429, question='Who is the artist behind Lady with an Ermine?', correct=1, chosen=7, rew=-1, eps=0.116, confidence=-0.4163
INFO:root:[AutoTrain] ep=430, question='Which city keeps 'Lady with an Ermine'?', correct=8, chosen=8, rew=1, eps=0.115, confidence=0.7188
INFO:root:[AutoTrain] ep=431, question='Warsaw is the capital of which country?', correct=8, chosen=8, rew=1, eps=0.115, confidence=0.6043
INFO:root:[AutoTrain] ep=432, question='Where is the capital city of Poland?', correct=0, chosen=0, rew=1, eps=0.114, confidence=0.7854
INFO:root:[AutoTrain] ep=433, question='What is UHK?', correct=2, chosen=7, rew=-1, eps=0.114, confidence=-0.5035
INFO:root:[AutoTrain] ep=434, question='Where is 'Lady with an Ermine' located?', correct=8, chosen=8, rew=1, eps=0.113, confidence=0.8925
INFO:root:[AutoTrain] ep=435, question='What is the capital of Germany?', correct=6, chosen=7, rew=-1, eps=0.112, confidence=-0.5355
INFO:root:[AutoTrain] ep=436, question='How many planets will be discovered in the future?', correct=11, chosen=9, rew=-1, eps=0.112, confidence=-0.5203
INFO:root:[AutoTrain] ep=437, question='In which city is 'Lady with an Ermine' located?', correct=9, chosen=0, rew=-1, eps=0.111, confidence=0.0002
INFO:root:[AutoTrain] ep=438, question='Where is 'Lady with an Ermine' displayed?', correct=8, chosen=8, rew=1, eps=0.111, confidence=0.6924
INFO:root:[AutoTrain] ep=439, question='Name the painter of the Lady with an Ermine.', correct=1, chosen=7, rew=-1, eps=0.110, confidence=-0.6688
INFO:root:[AutoTrain] ep=440, question='Can you tell me what I had for breakfast today?', correct=11, chosen=7, rew=-1, eps=0.110, confidence=-0.4668
INFO:root:[AutoTrain] ep=441, question='What is UHK?', correct=2, chosen=7, rew=-1, eps=0.109, confidence=-0.4880
INFO:root:[AutoTrain] ep=442, question='When is January 1 celebrated?', correct=7, chosen=7, rew=1, eps=0.109, confidence=0.1237
INFO:root:[AutoTrain] ep=443, question='What is the difference between a city and a country?', correct=4, chosen=8, rew=-1, eps=0.108, confidence=-0.3277
INFO:root:[AutoTrain] ep=444, question='Which university that teaches computer science is the biggest in Hradec Kralove?', correct=2, chosen=7, rew=-1, eps=0.107, confidence=-0.4091
INFO:root:[AutoTrain] ep=445, question='Who is the artist behind Lady with an Ermine?', correct=1, chosen=7, rew=-1, eps=0.107, confidence=-0.3764
INFO:root:[AutoTrain] ep=446, question='Who is the author of the painting 'Lady with an Ermine'?', correct=1, chosen=7, rew=-1, eps=0.106, confidence=-0.4933
INFO:root:[AutoTrain] ep=447, question='What is UHK?', correct=2, chosen=7, rew=-1, eps=0.106, confidence=-0.5043
INFO:root:[AutoTrain] ep=448, question='Which university that teaches computer science is the biggest in Hradec Kralove?', correct=2, chosen=7, rew=-1, eps=0.105, confidence=-0.4202
INFO:root:[AutoTrain] ep=449, question='Berlin is capital of which country?', correct=12, chosen=10, rew=-1, eps=0.105, confidence=-0.3444
INFO:root:[AutoTrain] ep=450, question='How does a leap year work? ', correct=4, chosen=7, rew=-1, eps=0.104, confidence=-0.4356
INFO:root:[AutoTrain] ep=451, question='What is the capital of Poland?', correct=0, chosen=0, rew=1, eps=0.104, confidence=0.9268
INFO:root:[AutoTrain] ep=452, question='What is the capital of Poland?', correct=0, chosen=0, rew=1, eps=0.103, confidence=0.9289
INFO:root:[AutoTrain] ep=453, question='Where is 'Lady with an Ermine' located?', correct=8, chosen=8, rew=1, eps=0.103, confidence=0.8694
INFO:root:[AutoTrain] ep=454, question='What are the main colors of the Polish flag?', correct=4, chosen=7, rew=-1, eps=0.102, confidence=-0.6360
INFO:root:[AutoTrain] ep=455, question='Date of New Year's Day?', correct=7, chosen=7, rew=1, eps=0.102, confidence=0.1422
INFO:root:[AutoTrain] ep=456, question='Who is the author of the painting 'Lady with an Ermine'?', correct=1, chosen=7, rew=-1, eps=0.101, confidence=-0.5980
INFO:root:[AutoTrain] ep=457, question='New Year's Day date?', correct=7, chosen=7, rew=1, eps=0.101, confidence=0.1446
INFO:root:[AutoTrain] ep=458, question='Where is the capital city of Poland?', correct=0, chosen=0, rew=1, eps=0.100, confidence=0.9108
INFO:root:[AutoTrain] ep=459, question='On which date do people celebrate New Year’s Day?', correct=7, chosen=7, rew=1, eps=0.100, confidence=0.5112
INFO:root:[AutoTrain] ep=460, question='Which artist painted 'Lady with an Ermine'?', correct=1, chosen=10, rew=-1, eps=0.099, confidence=-0.7507
INFO:root:[AutoTrain] ep=461, question='Capital of Poland is? ', correct=0, chosen=2, rew=-1, eps=0.099, confidence=0.0769
INFO:root:[AutoTrain] ep=462, question='Who is the author of the painting 'Lady with an Ermine'?', correct=1, chosen=7, rew=-1, eps=0.098, confidence=-0.6471
INFO:root:[AutoTrain] ep=463, question='What is the language used in the Czech Republic?', correct=10, chosen=10, rew=1, eps=0.098, confidence=0.4178
INFO:root:[AutoTrain] ep=464, question='Who is the author of 'Lady with an Ermine'?', correct=1, chosen=8, rew=-1, eps=0.097, confidence=0.0769
INFO:root:[AutoTrain] ep=465, question='What is the next number in the sequence: 2, 4 , 8, 16...?', correct=4, chosen=7, rew=-1, eps=0.097, confidence=-0.7904
INFO:root:[AutoTrain] ep=466, question='New Year's Day date?', correct=7, chosen=7, rew=1, eps=0.096, confidence=0.1870
INFO:root:[AutoTrain] ep=467, question='What is capital of Germany?', correct=6, chosen=2, rew=-1, eps=0.096, confidence=0.0769
INFO:root:[AutoTrain] ep=468, question='Language spoken in Czech Republic?', correct=10, chosen=10, rew=1, eps=0.095, confidence=0.9229
INFO:root:[AutoTrain] ep=469, question='Which language is spoken in Czech Republic?', correct=10, chosen=10, rew=1, eps=0.095, confidence=0.9263
INFO:root:[AutoTrain] ep=470, question='Warsaw is capital of what country?', correct=8, chosen=8, rew=1, eps=0.094, confidence=0.9100
INFO:root:[AutoTrain] ep=471, question='Painter of the Lady with an Ermine?', correct=1, chosen=10, rew=-1, eps=0.094, confidence=-0.5653
INFO:root:[AutoTrain] ep=472, question='What is the capital of Germany?', correct=6, chosen=7, rew=-1, eps=0.093, confidence=-0.6739
INFO:root:[AutoTrain] ep=473, question='Date of New Year's Day?', correct=7, chosen=2, rew=-1, eps=0.093, confidence=0.0769
INFO:root:[AutoTrain] ep=474, question='Tell me about UHK', correct=2, chosen=2, rew=1, eps=0.092, confidence=-0.3827
INFO:root:[AutoTrain] ep=475, question='Who is the artist behind Lady with an Ermine?', correct=1, chosen=7, rew=-1, eps=0.092, confidence=-0.6144
INFO:root:[AutoTrain] ep=476, question='Which country has Lady with an Ermine?', correct=8, chosen=8, rew=1, eps=0.092, confidence=1.0453
INFO:root:[AutoTrain] ep=477, question='How many days does February contain in a leap year?', correct=3, chosen=10, rew=-1, eps=0.091, confidence=-0.8502
INFO:root:[AutoTrain] ep=478, question='What happens when you mix blue and yellow paint? ', correct=4, chosen=7, rew=-1, eps=0.091, confidence=-0.4549
INFO:root:[AutoTrain] ep=479, question='What is my favorite color?', correct=11, chosen=7, rew=-1, eps=0.090, confidence=-0.5497
INFO:root:[AutoTrain] ep=480, question='What is UHK?', correct=2, chosen=12, rew=-1, eps=0.090, confidence=0.0769
INFO:root:[AutoTrain] ep=481, question='Explain the concept of gravity in simple terms.', correct=4, chosen=11, rew=-1, eps=0.089, confidence=-0.5886
INFO:root:[AutoTrain] ep=482, question='Where is the capital city of Poland?', correct=0, chosen=0, rew=1, eps=0.089, confidence=0.9353
INFO:root:[AutoTrain] ep=483, question='What is the next winning lottery number?', correct=11, chosen=11, rew=1, eps=0.088, confidence=-0.7766
INFO:root:[AutoTrain] ep=484, question='Where is 'Lady with an Ermine' displayed?', correct=8, chosen=8, rew=1, eps=0.088, confidence=0.9062
INFO:root:[AutoTrain] ep=485, question='Who is the artist behind Lady with an Ermine?', correct=1, chosen=7, rew=-1, eps=0.088, confidence=-0.6981
INFO:root:[AutoTrain] ep=486, question='What is the name of the painting , which features a lady with an ermine?', correct=9, chosen=8, rew=-1, eps=0.087, confidence=-0.9315
INFO:root:[AutoTrain] ep=487, question='What is the name of the painting , which features a lady with an ermine?', correct=9, chosen=8, rew=-1, eps=0.087, confidence=-0.9382
INFO:root:[AutoTrain] ep=488, question='Who painted the Lady with an Ermine?', correct=1, chosen=8, rew=-1, eps=0.086, confidence=-0.6970
INFO:root:[AutoTrain] ep=489, question='Who is the author of the painting 'Lady with an Ermine'?', correct=1, chosen=7, rew=-1, eps=0.086, confidence=-0.8283
INFO:root:[AutoTrain] ep=490, question='Czech Republic official language?', correct=10, chosen=10, rew=1, eps=0.085, confidence=1.0314
INFO:root:[AutoTrain] ep=491, question='Explain the concept of gravity in simple terms.', correct=4, chosen=11, rew=-1, eps=0.085, confidence=-0.5805
INFO:root:[AutoTrain] ep=492, question='Which university that teaches computer science is the biggest in Hradec Kralove?', correct=2, chosen=2, rew=1, eps=0.084, confidence=-0.3542
INFO:root:[AutoTrain] ep=493, question='Where is 'Lady with an Ermine' located?', correct=8, chosen=8, rew=1, eps=0.084, confidence=0.8903
INFO:root:[AutoTrain] ep=494, question='Date of New Year's Day?', correct=7, chosen=7, rew=1, eps=0.084, confidence=0.4139
INFO:root:[AutoTrain] ep=495, question='UHK university location?', correct=2, chosen=2, rew=1, eps=0.083, confidence=-0.4624
INFO:root:[AutoTrain] ep=496, question='What is my favorite color?', correct=11, chosen=7, rew=-1, eps=0.083, confidence=-0.6293
INFO:root:[AutoTrain] ep=497, question='How many planets will be discovered in the future?', correct=11, chosen=2, rew=-1, eps=0.082, confidence=-0.4898
INFO:root:[AutoTrain] ep=498, question='How many days does February contain in a leap year?', correct=3, chosen=2, rew=-1, eps=0.082, confidence=-0.7612
INFO:root:[AutoTrain] ep=499, question='What is the next number in the sequence: 2, 4 , 8, 16...?', correct=4, chosen=7, rew=-1, eps=0.082, confidence=-0.9056
INFO:root:[AutoTrain] ep=500, question='When is New Year's Day celebrated?', correct=7, chosen=3, rew=-1, eps=0.081, confidence=0.0769
INFO:root:[AutoTrain] ep=501, question='Who is the author of 'Lady with an Ermine'?', correct=1, chosen=2, rew=-1, eps=0.081, confidence=0.0769
INFO:root:[AutoTrain] ep=502, question='Where is the capital city of Poland?', correct=0, chosen=0, rew=1, eps=0.080, confidence=0.9391
INFO:root:[AutoTrain] ep=503, question='Where can I find the painting 'Lady with an Ermine'?', correct=8, chosen=8, rew=1, eps=0.080, confidence=0.8651
INFO:root:[AutoTrain] ep=504, question='On which date do people celebrate New Year’s Day?', correct=7, chosen=7, rew=1, eps=0.080, confidence=0.9966
INFO:root:[AutoTrain] ep=505, question='Which city keeps 'Lady with an Ermine'?', correct=8, chosen=8, rew=1, eps=0.079, confidence=0.8816
INFO:root:[AutoTrain] ep=506, question='Where is 'Lady with an Ermine' located?', correct=8, chosen=8, rew=1, eps=0.079, confidence=0.9034
INFO:root:[AutoTrain] ep=507, question='Where is located the painting called 'Lady with an Ermine'?', correct=8, chosen=8, rew=1, eps=0.078, confidence=0.9563
INFO:root:[AutoTrain] ep=508, question='What language do people speak in Czech Republic?', correct=10, chosen=10, rew=1, eps=0.078, confidence=1.0144
INFO:root:[AutoTrain] ep=509, question='What is Poland's capital?', correct=0, chosen=0, rew=1, eps=0.078, confidence=0.9615
INFO:root:[AutoTrain] ep=510, question='How many days in leap year February?', correct=3, chosen=2, rew=-1, eps=0.077, confidence=-0.7703
INFO:root:[AutoTrain] ep=511, question='Which language is spoken in the Czech Republic?', correct=10, chosen=10, rew=1, eps=0.077, confidence=1.0381
INFO:root:[AutoTrain] ep=512, question='When is January 1 celebrated?', correct=7, chosen=9, rew=-1, eps=0.076, confidence=0.0769
INFO:root:[AutoTrain] ep=513, question='University in Hradec Kralove?', correct=2, chosen=2, rew=1, eps=0.076, confidence=-0.2553
INFO:root:[AutoTrain] ep=514, question='What is the name of the painting , which features a lady with an ermine?', correct=9, chosen=8, rew=-1, eps=0.076, confidence=-0.9379
INFO:root:[AutoTrain] ep=515, question='In which country can you find the painting 'Lady with an Ermine'?', correct=8, chosen=8, rew=1, eps=0.075, confidence=1.1793
INFO:root:[AutoTrain] ep=516, question='Where is located the painting called 'Lady with an Ermine'?', correct=8, chosen=8, rew=1, eps=0.075, confidence=1.0156
INFO:root:[AutoTrain] ep=517, question='What is Poland's capital?', correct=0, chosen=0, rew=1, eps=0.075, confidence=0.9804
INFO:root:[AutoTrain] ep=518, question='UHK university location?', correct=2, chosen=2, rew=1, eps=0.074, confidence=-0.3943
INFO:root:[AutoTrain] ep=519, question='What are the main colors of the Polish flag?', correct=4, chosen=2, rew=-1, eps=0.074, confidence=-0.8107
INFO:root:[AutoTrain] ep=520, question='Painter of the Lady with an Ermine?', correct=1, chosen=10, rew=-1, eps=0.073, confidence=-0.5266
INFO:root:[AutoTrain] ep=521, question='Tell me about UHK', correct=2, chosen=2, rew=1, eps=0.073, confidence=-0.2873
INFO:root:[AutoTrain] ep=522, question='Where is 'Lady with an Ermine' displayed?', correct=8, chosen=8, rew=1, eps=0.073, confidence=1.0268
INFO:root:[AutoTrain] ep=523, question='Lady with Ermine location?', correct=8, chosen=8, rew=1, eps=0.072, confidence=1.0247
INFO:root:[AutoTrain] ep=524, question='What is the next number in the sequence: 2, 4 , 8, 16...?', correct=4, chosen=11, rew=-1, eps=0.072, confidence=-0.9459
INFO:root:[AutoTrain] ep=525, question='What is the next winning lottery number?', correct=11, chosen=11, rew=1, eps=0.072, confidence=-0.6934
INFO:root:[AutoTrain] ep=526, question='What are the main colors of the Polish flag?', correct=4, chosen=11, rew=-1, eps=0.071, confidence=-0.7947
INFO:root:[AutoTrain] ep=527, question='Which language do Czechs speak?', correct=10, chosen=10, rew=1, eps=0.071, confidence=1.0570
INFO:root:[AutoTrain] ep=528, question='Capitol of Poland?', correct=0, chosen=0, rew=1, eps=0.071, confidence=0.5734
INFO:root:[AutoTrain] ep=529, question='On which date do people celebrate New Year’s Day?', correct=7, chosen=7, rew=1, eps=0.070, confidence=1.1742
INFO:root:[AutoTrain] ep=530, question='University in Hradec Kralove?', correct=2, chosen=2, rew=1, eps=0.070, confidence=-0.2271
INFO:root:[AutoTrain] ep=531, question='Where is 'Lady with an Ermine' displayed?', correct=8, chosen=8, rew=1, eps=0.069, confidence=1.0277
INFO:root:[AutoTrain] ep=532, question='What happens when you mix blue and yellow paint? ', correct=4, chosen=7, rew=-1, eps=0.069, confidence=-0.6311
INFO:root:[AutoTrain] ep=533, question='Can you tell me what I had for breakfast today?', correct=11, chosen=7, rew=-1, eps=0.069, confidence=-0.6962
INFO:root:[AutoTrain] ep=534, question='What language do people speak in Czech Republic?', correct=10, chosen=10, rew=1, eps=0.068, confidence=1.0093
INFO:root:[AutoTrain] ep=535, question='Is there a university called UHK?', correct=2, chosen=2, rew=1, eps=0.068, confidence=-0.1718
INFO:root:[AutoTrain] ep=536, question='What is the difference between a city and a country?', correct=4, chosen=0, rew=-1, eps=0.068, confidence=-0.5895
INFO:root:[AutoTrain] ep=537, question='In which country can you find the painting 'Lady with an Ermine'?', correct=8, chosen=8, rew=1, eps=0.067, confidence=1.1710
INFO:root:[AutoTrain] ep=538, question='Which city keeps 'Lady with an Ermine'?', correct=8, chosen=8, rew=1, eps=0.067, confidence=0.9181
INFO:root:[AutoTrain] ep=539, question='Name Poland' s capital city', correct=0, chosen=0, rew=1, eps=0.067, confidence=1.0214
INFO:root:[AutoTrain] ep=540, question='What is UHK?', correct=2, chosen=2, rew=1, eps=0.066, confidence=-0.5531
INFO:root:[AutoTrain] ep=541, question='Warsaw is the capital of which country?', correct=8, chosen=8, rew=1, eps=0.066, confidence=0.8228
INFO:root:[AutoTrain] ep=542, question='Warsaw is the capital of what country?', correct=8, chosen=8, rew=1, eps=0.066, confidence=0.9373
INFO:root:[AutoTrain] ep=543, question='In which city is 'Lady with an Ermine' located?', correct=9, chosen=9, rew=1, eps=0.065, confidence=-0.1177
INFO:root:[AutoTrain] ep=544, question='How many days does February contain in a leap year?', correct=3, chosen=2, rew=-1, eps=0.065, confidence=-0.8214
INFO:root:[AutoTrain] ep=545, question='Where is 'Lady with an Ermine' displayed?', correct=8, chosen=8, rew=1, eps=0.065, confidence=0.0769
INFO:root:[AutoTrain] ep=546, question='Who painted the Lady with an Ermine?', correct=1, chosen=9, rew=-1, eps=0.064, confidence=-0.6368
INFO:root:[AutoTrain] ep=547, question='When is January 1 celebrated?', correct=7, chosen=7, rew=1, eps=0.064, confidence=0.6914
INFO:root:[AutoTrain] ep=548, question='Give me an example of a secure password.', correct=4, chosen=10, rew=-1, eps=0.064, confidence=-0.1249
INFO:root:[AutoTrain] ep=549, question='Where is the capital city of Poland?', correct=0, chosen=0, rew=1, eps=0.063, confidence=1.0179
INFO:root:[AutoTrain] ep=550, question='What is Poland's capital?', correct=0, chosen=0, rew=1, eps=0.063, confidence=1.0425
INFO:root:[AutoTrain] ep=551, question='Who is the artist behind Lady with an Ermine?', correct=1, chosen=11, rew=-1, eps=0.063, confidence=-0.7189
INFO:root:[AutoTrain] ep=552, question='What are the main colors of the Polish flag?', correct=4, chosen=2, rew=-1, eps=0.063, confidence=-0.6983
INFO:root:[AutoTrain] ep=553, question='Who will be the next president of Poland?', correct=11, chosen=11, rew=1, eps=0.062, confidence=0.5529
INFO:root:[AutoTrain] ep=554, question='What is the language used in the Czech Republic?', correct=10, chosen=10, rew=1, eps=0.062, confidence=0.5494
INFO:root:[AutoTrain] ep=555, question='What language do people speak in Czech Republic?', correct=10, chosen=10, rew=1, eps=0.062, confidence=1.0370
INFO:root:[AutoTrain] ep=556, question='How many days in leap year February?', correct=3, chosen=2, rew=-1, eps=0.061, confidence=-0.6980
INFO:root:[AutoTrain] ep=557, question='Which university that teaches computer science is the biggest in Hradec Kralove?', correct=2, chosen=2, rew=1, eps=0.061, confidence=0.0609
INFO:root:[AutoTrain] ep=558, question='What is UHK?', correct=2, chosen=2, rew=1, eps=0.061, confidence=-0.2947
INFO:root:[AutoTrain] ep=559, question='How does a leap year work? ', correct=4, chosen=2, rew=-1, eps=0.060, confidence=-0.4897
INFO:root:[AutoTrain] ep=560, question='How does a leap year work? ', correct=4, chosen=2, rew=-1, eps=0.060, confidence=-0.4845
INFO:root:[AutoTrain] ep=561, question='What language do people speak in Czechia?', correct=10, chosen=10, rew=1, eps=0.060, confidence=0.7925
INFO:root:[AutoTrain] ep=562, question='Where is located the painting called 'Lady with an Ermine'?', correct=8, chosen=8, rew=1, eps=0.059, confidence=1.0518
INFO:root:[AutoTrain] ep=563, question='How many days in leap year February?', correct=3, chosen=2, rew=-1, eps=0.059, confidence=-0.6419
INFO:root:[AutoTrain] ep=564, question='Warsaw is the capital of what country?', correct=8, chosen=8, rew=1, eps=0.059, confidence=0.9895
INFO:root:[AutoTrain] ep=565, question='Which language is spoken in Czech Republic?', correct=10, chosen=10, rew=1, eps=0.059, confidence=1.0125
INFO:root:[AutoTrain] ep=566, question='What is the difference between a city and a country?', correct=4, chosen=2, rew=-1, eps=0.058, confidence=-0.6454
INFO:root:[AutoTrain] ep=567, question='How many days does February contain in a leap year?', correct=3, chosen=2, rew=-1, eps=0.058, confidence=-0.7045
INFO:root:[AutoTrain] ep=568, question='Czech Republic language?', correct=10, chosen=10, rew=1, eps=0.058, confidence=1.0037
INFO:root:[AutoTrain] ep=569, question='What is the language used in the Czech Republic?', correct=10, chosen=10, rew=1, eps=0.057, confidence=0.5536
INFO:root:[AutoTrain] ep=570, question='Painter of the Lady with an Ermine?', correct=1, chosen=8, rew=-1, eps=0.057, confidence=-0.5667
INFO:root:[AutoTrain] ep=571, question='Can you tell me what I had for breakfast today?', correct=11, chosen=2, rew=-1, eps=0.057, confidence=-0.5590
INFO:root:[AutoTrain] ep=572, question='When is New Year's Day celebrated?', correct=7, chosen=7, rew=1, eps=0.057, confidence=0.9959
INFO:root:[AutoTrain] ep=573, question='Which language do Czechs speak?', correct=10, chosen=10, rew=1, eps=0.056, confidence=1.0054
INFO:root:[AutoTrain] ep=574, question='Warsaw is capital of what country?', correct=8, chosen=8, rew=1, eps=0.056, confidence=0.9778
INFO:root:[AutoTrain] ep=575, question='Which university that teaches computer science is the biggest in Hradec Kralove?', correct=2, chosen=2, rew=1, eps=0.056, confidence=0.1479
INFO:root:[AutoTrain] ep=576, question='Where is the capital city of Poland?', correct=0, chosen=0, rew=1, eps=0.055, confidence=0.9741
INFO:root:[AutoTrain] ep=577, question='When is January 1 celebrated?', correct=7, chosen=7, rew=1, eps=0.055, confidence=0.7135
INFO:root:[AutoTrain] ep=578, question='Who will be the next president of Poland?', correct=11, chosen=11, rew=1, eps=0.055, confidence=0.6553
INFO:root:[AutoTrain] ep=579, question='Where is 'Lady with an Ermine' kept?', correct=8, chosen=8, rew=1, eps=0.055, confidence=0.8214
INFO:root:[AutoTrain] ep=580, question='Which language is spoken in Czech Republic?', correct=10, chosen=10, rew=1, eps=0.054, confidence=1.0672
INFO:root:[AutoTrain] ep=581, question='Where is 'Lady with an Ermine' kept?', correct=8, chosen=8, rew=1, eps=0.054, confidence=0.8145
INFO:root:[AutoTrain] ep=582, question='What is Poland's capital?', correct=0, chosen=0, rew=1, eps=0.054, confidence=0.9170
INFO:root:[AutoTrain] ep=583, question='What is the difference between a city and a country?', correct=4, chosen=11, rew=-1, eps=0.054, confidence=-0.6801
INFO:root:[AutoTrain] ep=584, question='Which language do Czechs speak?', correct=10, chosen=10, rew=1, eps=0.053, confidence=1.0259
INFO:root:[AutoTrain] ep=585, question='In which country can you find the painting 'Lady with an Ermine'?', correct=8, chosen=8, rew=1, eps=0.053, confidence=1.0918
INFO:root:[AutoTrain] ep=586, question='Czech Republic official language?', correct=10, chosen=10, rew=1, eps=0.053, confidence=1.0583
INFO:root:[AutoTrain] ep=587, question='Who will be the next president of Poland?', correct=11, chosen=11, rew=1, eps=0.052, confidence=0.6795
INFO:root:[AutoTrain] ep=588, question='How many days does February contain in a leap year?', correct=3, chosen=6, rew=-1, eps=0.052, confidence=-0.8828
INFO:root:[AutoTrain] ep=589, question='What happens when you mix blue and yellow paint? ', correct=4, chosen=7, rew=-1, eps=0.052, confidence=-0.7176
INFO:root:[AutoTrain] ep=590, question='Warsaw is capital of what country?', correct=8, chosen=8, rew=1, eps=0.052, confidence=0.9842
INFO:root:[AutoTrain] ep=591, question='Warsaw is the capital of what country?', correct=8, chosen=8, rew=1, eps=0.051, confidence=0.9888
INFO:root:[AutoTrain] ep=592, question='Where is 'Lady with an Ermine' displayed?', correct=8, chosen=8, rew=1, eps=0.051, confidence=0.9992
INFO:root:[AutoTrain] ep=593, question='Is there a university called UHK?', correct=2, chosen=2, rew=1, eps=0.051, confidence=0.3583
