INFO:root:[AutoTrain] ep=0, question='Warsaw is the capital of which country?', correct=8, chosen=8, rew=1, eps=0.995
INFO:root:[AutoTrain] ep=776, question='How does a leap year work? ', correct=4, chosen=4, rew=1, eps=0.020
INFO:root:[AutoTrain] ep=777, question='What is the capital of Poland?', correct=0, chosen=0, rew=1, eps=0.020
INFO:root:[AutoTrain] ep=778, question='Who created the painting 'Lady with an Ermine'?', correct=1, chosen=1, rew=1, eps=0.020
INFO:root:[AutoTrain] ep=779, question='What is the capital of Poland?', correct=0, chosen=0, rew=1, eps=0.020
INFO:root:[AutoTrain] ep=780, question='In which country can you find the painting 'Lady with an Ermine'?', correct=8, chosen=8, rew=1, eps=0.020
INFO:root:[AutoTrain] ep=781, question='Which university that teaches computer science is the biggest in Hradec Kralove?', correct=2, chosen=2, rew=1, eps=0.020
INFO:root:[AutoTrain] ep=782, question='Which city keeps 'Lady with an Ermine'?', correct=8, chosen=8, rew=1, eps=0.020
INFO:root:[AutoTrain] ep=783, question='What are the main colors of the Polish flag?', correct=4, chosen=4, rew=1, eps=0.020
INFO:root:[AutoTrain] ep=784, question='Which country has Lady with an Ermine?', correct=8, chosen=8, rew=1, eps=0.020
INFO:root:[AutoTrain] ep=785, question='Warsaw is the capital of what country?', correct=8, chosen=8, rew=1, eps=0.019
INFO:root:[AutoTrain] ep=786, question='Where is 'Lady with an Ermine' kept?', correct=8, chosen=8, rew=1, eps=0.019
INFO:root:[AutoTrain] ep=787, question='Which language is spoken in the Czech Republic?', correct=10, chosen=10, rew=1, eps=0.019
INFO:root:[AutoTrain] ep=788, question='Who is the author of 'Lady with an Ermine'?', correct=1, chosen=1, rew=1, eps=0.019
INFO:root:[AutoTrain] ep=789, question='Where is located the painting called 'Lady with an Ermine'?', correct=8, chosen=8, rew=1, eps=0.019
INFO:root:[AutoTrain] ep=790, question='Capitol of Poland?', correct=0, chosen=0, rew=1, eps=0.019
INFO:root:[AutoTrain] ep=791, question='Where will I be in 10 years?', correct=11, chosen=11, rew=1, eps=0.019
INFO:root:[AutoTrain] ep=792, question='What day is New Year?', correct=7, chosen=7, rew=1, eps=0.019
INFO:root:[AutoTrain] ep=793, question='How many days does February contain in a leap year?', correct=3, chosen=4, rew=-1, eps=0.019
INFO:root:[AutoTrain] ep=794, question='How does a leap year work? ', correct=4, chosen=4, rew=1, eps=0.019
INFO:root:[AutoTrain] ep=795, question='Where is 'Lady with an Ermine' located?', correct=8, chosen=8, rew=1, eps=0.019
INFO:root:[AutoTrain] ep=796, question='Who is the artist behind Lady with an Ermine?', correct=1, chosen=1, rew=1, eps=0.018
INFO:root:[AutoTrain] ep=797, question='Czech Republic official language?', correct=10, chosen=10, rew=1, eps=0.018
INFO:root:[AutoTrain] ep=798, question='Which city keeps 'Lady with an Ermine'?', correct=8, chosen=8, rew=1, eps=0.018
INFO:root:[AutoTrain] ep=799, question='Who is the painter of 'Lady with an Ermine'?', correct=1, chosen=1, rew=1, eps=0.018
INFO:root:[AutoTrain] ep=800, question='Can you tell me what I had for breakfast today?', correct=11, chosen=11, rew=1, eps=0.018
INFO:root:[AutoTrain] ep=801, question='Where you can found painting: Lady with an Ermine?', correct=8, chosen=8, rew=1, eps=0.018
INFO:root:[AutoTrain] ep=802, question='Which artist painted 'Lady with an Ermine'?', correct=1, chosen=1, rew=1, eps=0.018
INFO:root:[AutoTrain] ep=803, question='How does a leap year work? ', correct=4, chosen=4, rew=1, eps=0.018
INFO:root:[AutoTrain] ep=804, question='In which city is 'Lady with an Ermine' located?', correct=9, chosen=4, rew=-1, eps=0.018
INFO:root:[AutoTrain] ep=805, question='New Year's Day date?', correct=7, chosen=7, rew=1, eps=0.018
INFO:root:[AutoTrain] ep=806, question='Where will I be in 10 years?', correct=11, chosen=11, rew=1, eps=0.018
INFO:root:[AutoTrain] ep=807, question='Which country has Lady with an Ermine?', correct=8, chosen=8, rew=1, eps=0.017
INFO:root:[AutoTrain] ep=808, question='Which university that teaches computer science is the biggest in Hradec Kralove?', correct=2, chosen=2, rew=1, eps=0.017
INFO:root:[AutoTrain] ep=809, question='New Year's Day date?', correct=7, chosen=7, rew=1, eps=0.017
INFO:root:[AutoTrain] ep=810, question='What day is New Year?', correct=7, chosen=7, rew=1, eps=0.017
INFO:root:[AutoTrain] ep=811, question='Where is the capital city of Poland?', correct=0, chosen=0, rew=1, eps=0.017
INFO:root:[AutoTrain] ep=812, question='Where is 'Lady with an Ermine' kept?', correct=8, chosen=8, rew=1, eps=0.017
INFO:root:[AutoTrain] ep=813, question='Czech Republic official language?', correct=10, chosen=10, rew=1, eps=0.017
INFO:root:[AutoTrain] ep=814, question='What is the next winning lottery number?', correct=11, chosen=11, rew=1, eps=0.017
INFO:root:[AutoTrain] ep=815, question='Capitol of Poland?', correct=0, chosen=0, rew=1, eps=0.017
INFO:root:[AutoTrain] ep=816, question='On which date do people celebrate New Year’s Day?', correct=7, chosen=7, rew=1, eps=0.017
INFO:root:[AutoTrain] ep=817, question='What is UHK?', correct=2, chosen=2, rew=1, eps=0.017
INFO:root:[AutoTrain] ep=818, question='Painter of the Lady with an Ermine?', correct=1, chosen=1, rew=1, eps=0.016
INFO:root:[AutoTrain] ep=819, question='Explain the concept of gravity in simple terms.', correct=4, chosen=10, rew=-1, eps=0.016
INFO:root:[AutoTrain] ep=820, question='What is the name of the painting , which features a lady with an ermine?', correct=9, chosen=1, rew=-1, eps=0.016
INFO:root:[AutoTrain] ep=821, question='Where you can found painting: Lady with an Ermine?', correct=8, chosen=8, rew=1, eps=0.016
INFO:root:[AutoTrain] ep=822, question='Which country has Lady with an Ermine?', correct=8, chosen=8, rew=1, eps=0.016
INFO:root:[AutoTrain] ep=823, question='In which city is 'Lady with an Ermine' located?', correct=9, chosen=4, rew=-1, eps=0.016
INFO:root:[AutoTrain] ep=824, question='Warsaw is the capital of what country?', correct=8, chosen=8, rew=1, eps=0.016
INFO:root:[AutoTrain] ep=825, question='Warsaw is capital of what country?', correct=8, chosen=8, rew=1, eps=0.016
INFO:root:[AutoTrain] ep=826, question='Warsaw is the capital of which country?', correct=8, chosen=8, rew=1, eps=0.016
INFO:root:[AutoTrain] ep=827, question='Date of New Year's Day?', correct=7, chosen=7, rew=1, eps=0.016
INFO:root:[AutoTrain] ep=828, question='On which date do people celebrate New Year’s Day?', correct=7, chosen=7, rew=1, eps=0.016
INFO:root:[AutoTrain] ep=829, question='Language spoken in Czech Republic?', correct=10, chosen=10, rew=1, eps=0.016
INFO:root:[AutoTrain] ep=830, question='Where will I be in 10 years?', correct=11, chosen=11, rew=1, eps=0.016
INFO:root:[AutoTrain] ep=831, question='University in Hradec Kralove?', correct=2, chosen=2, rew=1, eps=0.015
INFO:root:[AutoTrain] ep=832, question='Where will I be in 10 years?', correct=11, chosen=11, rew=1, eps=0.015
INFO:root:[AutoTrain] ep=833, question='What is the capital of Czech Republic?', correct=5, chosen=6, rew=-1, eps=0.015
INFO:root:[AutoTrain] ep=834, question='Explain the concept of gravity in simple terms.', correct=4, chosen=10, rew=-1, eps=0.015
INFO:root:[AutoTrain] ep=835, question='Which country has Lady with an Ermine?', correct=8, chosen=8, rew=1, eps=0.015
INFO:root:[AutoTrain] ep=836, question='Who will be the next president of Poland?', correct=11, chosen=2, rew=-1, eps=0.015
INFO:root:[AutoTrain] ep=837, question='Which language is spoken in Czech Republic?', correct=10, chosen=10, rew=1, eps=0.015
INFO:root:[AutoTrain] ep=838, question='What will the stock market do next week?', correct=11, chosen=11, rew=1, eps=0.015
INFO:root:[AutoTrain] ep=839, question='Which language is spoken in the Czech Republic?', correct=10, chosen=10, rew=1, eps=0.015
INFO:root:[AutoTrain] ep=840, question='Where is 'Lady with an Ermine' located?', correct=8, chosen=8, rew=1, eps=0.015
INFO:root:[AutoTrain] ep=841, question='What happens when you mix blue and yellow paint? ', correct=4, chosen=4, rew=1, eps=0.015
INFO:root:[AutoTrain] ep=842, question='Who is the author of the painting 'Lady with an Ermine'?', correct=1, chosen=1, rew=1, eps=0.015
INFO:root:[AutoTrain] ep=843, question='What is the capital of Czech Republic?', correct=5, chosen=6, rew=-1, eps=0.015
INFO:root:[AutoTrain] ep=844, question='What is my favorite color?', correct=11, chosen=11, rew=1, eps=0.014
INFO:root:[AutoTrain] ep=845, question='What is the capital of Germany?', correct=6, chosen=6, rew=1, eps=0.014
INFO:root:[AutoTrain] ep=846, question='How many planets will be discovered in the future?', correct=11, chosen=11, rew=1, eps=0.014
INFO:root:[AutoTrain] ep=847, question='Can you tell me what I had for breakfast today?', correct=11, chosen=11, rew=1, eps=0.014
INFO:root:[AutoTrain] ep=848, question='What are the main colors of the Polish flag?', correct=4, chosen=4, rew=1, eps=0.014
INFO:root:[AutoTrain] ep=849, question='How many days does February have in a leap year?', correct=3, chosen=4, rew=-1, eps=0.014
INFO:root:[AutoTrain] ep=850, question='What is capital of Germany?', correct=6, chosen=6, rew=1, eps=0.014
INFO:root:[AutoTrain] ep=851, question='University in Hradec Kralove?', correct=2, chosen=2, rew=1, eps=0.014
INFO:root:[AutoTrain] ep=852, question='Capital of Poland is? ', correct=0, chosen=0, rew=1, eps=0.014
INFO:root:[AutoTrain] ep=853, question='New Year's Day date?', correct=7, chosen=7, rew=1, eps=0.014
INFO:root:[AutoTrain] ep=854, question='Can you tell me what I had for breakfast today?', correct=11, chosen=11, rew=1, eps=0.014
INFO:root:[AutoTrain] ep=855, question='What is the capital of Czech Republic?', correct=5, chosen=6, rew=-1, eps=0.014
INFO:root:[AutoTrain] ep=856, question='New Year's Day date?', correct=7, chosen=7, rew=1, eps=0.014
INFO:root:[AutoTrain] ep=857, question='What is the capital of Czech Republic?', correct=5, chosen=6, rew=-1, eps=0.014
INFO:root:[AutoTrain] ep=858, question='Language spoken in Czech Republic?', correct=10, chosen=10, rew=1, eps=0.013
INFO:root:[AutoTrain] ep=859, question='University in Hradec Kralove?', correct=2, chosen=2, rew=1, eps=0.013
INFO:root:[AutoTrain] ep=860, question='Capitol of Poland?', correct=0, chosen=0, rew=1, eps=0.013
INFO:root:[AutoTrain] ep=861, question='Which language do Czechs speak?', correct=10, chosen=10, rew=1, eps=0.013
INFO:root:[AutoTrain] ep=862, question='Where is 'Lady with an Ermine' displayed?', correct=8, chosen=8, rew=1, eps=0.013
INFO:root:[AutoTrain] ep=863, question='Explain the concept of gravity in simple terms.', correct=4, chosen=10, rew=-1, eps=0.013
INFO:root:[AutoTrain] ep=864, question='What is the capital of Poland?', correct=0, chosen=0, rew=1, eps=0.013
INFO:root:[AutoTrain] ep=865, question='Lady with Ermine location?', correct=8, chosen=8, rew=1, eps=0.013
INFO:root:[AutoTrain] ep=866, question='Who will be the next president of Poland?', correct=11, chosen=2, rew=-1, eps=0.013
INFO:root:[AutoTrain] ep=867, question='Date of New Year's Day?', correct=7, chosen=7, rew=1, eps=0.013
INFO:root:[AutoTrain] ep=868, question='Where you can found painting: Lady with an Ermine?', correct=8, chosen=8, rew=1, eps=0.013
INFO:root:[AutoTrain] ep=869, question='What day is New Year?', correct=7, chosen=7, rew=1, eps=0.013
INFO:root:[AutoTrain] ep=870, question='Where can I find the painting 'Lady with an Ermine'?', correct=8, chosen=8, rew=1, eps=0.013
INFO:root:[AutoTrain] ep=871, question='What will the stock market do next week?', correct=11, chosen=11, rew=1, eps=0.013
INFO:root:[AutoTrain] ep=872, question='Who is the artist behind Lady with an Ermine?', correct=1, chosen=1, rew=1, eps=0.013
INFO:root:[AutoTrain] ep=873, question='Give me an example of a secure password.', correct=4, chosen=10, rew=-1, eps=0.013
INFO:root:[AutoTrain] ep=874, question='Who is the author of 'Lady with an Ermine'?', correct=1, chosen=1, rew=1, eps=0.012
INFO:root:[AutoTrain] ep=875, question='New Year's Day date?', correct=7, chosen=7, rew=1, eps=0.012
INFO:root:[AutoTrain] ep=876, question='What is the name of university in Hradec Kralove?', correct=2, chosen=2, rew=1, eps=0.012
INFO:root:[AutoTrain] ep=877, question='Which country has Lady with an Ermine?', correct=8, chosen=8, rew=1, eps=0.012
INFO:root:[AutoTrain] ep=878, question='What happens when you mix blue and yellow paint? ', correct=4, chosen=4, rew=1, eps=0.012
INFO:root:[AutoTrain] ep=879, question='What is the language used in the Czech Republic?', correct=10, chosen=10, rew=1, eps=0.012
INFO:root:[AutoTrain] ep=880, question='Who will be the next president of Poland?', correct=11, chosen=2, rew=-1, eps=0.012
INFO:root:[AutoTrain] ep=881, question='Date of New Year's Day?', correct=7, chosen=7, rew=1, eps=0.012
INFO:root:[AutoTrain] ep=882, question='How does a leap year work? ', correct=4, chosen=4, rew=1, eps=0.012
INFO:root:[AutoTrain] ep=883, question='What is the capital of Poland?', correct=0, chosen=0, rew=1, eps=0.012
INFO:root:[AutoTrain] ep=884, question='Give me an example of a secure password.', correct=4, chosen=10, rew=-1, eps=0.012
INFO:root:[AutoTrain] ep=885, question='Where can I find the painting 'Lady with an Ermine'?', correct=8, chosen=8, rew=1, eps=0.012
INFO:root:[AutoTrain] ep=886, question='What is the name of university in Hradec Kralove?', correct=2, chosen=2, rew=1, eps=0.012
INFO:root:[AutoTrain] ep=887, question='On which date do people celebrate New Year’s Day?', correct=7, chosen=7, rew=1, eps=0.012
INFO:root:[AutoTrain] ep=888, question='How many days does February have in a leap year?', correct=3, chosen=4, rew=-1, eps=0.012
INFO:root:[AutoTrain] ep=889, question='Painter of the Lady with an Ermine?', correct=1, chosen=1, rew=1, eps=0.012
INFO:root:[AutoTrain] ep=890, question='Which language is spoken in Czech Republic?', correct=10, chosen=10, rew=1, eps=0.011
INFO:root:[AutoTrain] ep=891, question='Where is the capital city of Poland?', correct=0, chosen=0, rew=1, eps=0.011
INFO:root:[AutoTrain] ep=892, question='What is the difference between a city and a country?', correct=4, chosen=4, rew=1, eps=0.011
INFO:root:[AutoTrain] ep=893, question='When is New Year's Day celebrated?', correct=7, chosen=7, rew=1, eps=0.011
INFO:root:[AutoTrain] ep=894, question='Where is located the painting called 'Lady with an Ermine'?', correct=8, chosen=8, rew=1, eps=0.011
INFO:root:[AutoTrain] ep=895, question='What is the capital of the Czech Republic?', correct=5, chosen=8, rew=-1, eps=0.011
INFO:root:[AutoTrain] ep=896, question='What is the capital of Poland?', correct=0, chosen=0, rew=1, eps=0.011
INFO:root:[AutoTrain] ep=897, question='What is capital of Germany?', correct=6, chosen=6, rew=1, eps=0.011
INFO:root:[AutoTrain] ep=898, question='Capital of Poland is? ', correct=0, chosen=0, rew=1, eps=0.011
INFO:root:[AutoTrain] ep=899, question='How many days does February have in a leap year?', correct=3, chosen=4, rew=-1, eps=0.011
INFO:root:[AutoTrain] ep=900, question='How many days in leap year February?', correct=3, chosen=4, rew=-1, eps=0.011
INFO:root:[AutoTrain] ep=901, question='Which language is spoken in the Czech Republic?', correct=10, chosen=10, rew=1, eps=0.011
INFO:root:[AutoTrain] ep=902, question='How many planets will be discovered in the future?', correct=11, chosen=11, rew=1, eps=0.011
INFO:root:[AutoTrain] ep=903, question='Berlin is capital of which country?', correct=12, chosen=4, rew=-1, eps=0.011
INFO:root:[AutoTrain] ep=904, question='How does a leap year work? ', correct=4, chosen=4, rew=1, eps=0.011
INFO:root:[AutoTrain] ep=905, question='Is there a university called UHK?', correct=2, chosen=2, rew=1, eps=0.011
INFO:root:[AutoTrain] ep=906, question='New Year's Day date?', correct=7, chosen=7, rew=1, eps=0.011
INFO:root:[AutoTrain] ep=907, question='Warsaw is the capital of which country?', correct=8, chosen=8, rew=1, eps=0.011
INFO:root:[AutoTrain] ep=908, question='What is the capital of Germany?', correct=6, chosen=6, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=909, question='Tell me about UHK', correct=2, chosen=2, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=910, question='Where is the capital city of Poland?', correct=0, chosen=0, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=911, question='Where will I be in 10 years?', correct=11, chosen=11, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=912, question='Is there a university called UHK?', correct=2, chosen=9, rew=-1, eps=0.010
INFO:root:[AutoTrain] ep=913, question='Who created the painting 'Lady with an Ermine'?', correct=1, chosen=1, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=914, question='What is the name of the painting , which features a lady with an ermine?', correct=9, chosen=7, rew=-1, eps=0.010
INFO:root:[AutoTrain] ep=915, question='Which country has Lady with an Ermine?', correct=8, chosen=8, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=916, question='Painter of the Lady with an Ermine?', correct=1, chosen=1, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=917, question='Capital of Poland is? ', correct=0, chosen=0, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=918, question='Which language do people speak in Czech Republic?', correct=10, chosen=10, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=919, question='How does a leap year work? ', correct=4, chosen=4, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=920, question='Warsaw is the capital of what country?', correct=8, chosen=8, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=921, question='Who is the artist behind Lady with an Ermine?', correct=1, chosen=1, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=922, question='What is the capital of Poland?', correct=0, chosen=0, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=923, question='What is the name of the painting , which features a lady with an ermine?', correct=9, chosen=7, rew=-1, eps=0.010
INFO:root:[AutoTrain] ep=924, question='What is the difference between a city and a country?', correct=4, chosen=4, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=925, question='How many planets will be discovered in the future?', correct=11, chosen=11, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=926, question='When is New Year’s Day celebrated?', correct=7, chosen=7, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=927, question='Which country has Lady with an Ermine?', correct=8, chosen=8, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=928, question='Where is 'Lady with an Ermine' kept?', correct=8, chosen=8, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=929, question='Czech Republic language?', correct=10, chosen=10, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=930, question='How many days does February have in a leap year?', correct=3, chosen=1, rew=-1, eps=0.010
INFO:root:[AutoTrain] ep=931, question='Who created the painting 'Lady with an Ermine'?', correct=1, chosen=1, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=932, question='How many days in leap year February?', correct=3, chosen=1, rew=-1, eps=0.010
INFO:root:[AutoTrain] ep=933, question='What is the next winning lottery number?', correct=11, chosen=11, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=934, question='Warsaw is the capital of what country?', correct=8, chosen=8, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=935, question='Who is the author of the painting 'Lady with an Ermine'?', correct=1, chosen=1, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=936, question='Which language is spoken in Czech Republic?', correct=10, chosen=10, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=937, question='What is the capital of Germany?', correct=6, chosen=6, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=938, question='What language do people speak in Czechia?', correct=10, chosen=10, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=939, question='Who created the painting 'Lady with an Ermine'?', correct=1, chosen=1, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=940, question='Who is the artist behind Lady with an Ermine?', correct=1, chosen=1, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=941, question='Warsaw is the capital of which country?', correct=8, chosen=8, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=942, question='What is the capital of Poland?', correct=0, chosen=0, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=943, question='Czech Republic language?', correct=10, chosen=10, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=944, question='Date of New Year's Day?', correct=7, chosen=7, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=945, question='What language do people speak in Czech Republic?', correct=10, chosen=10, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=946, question='What is the capital of Poland?', correct=0, chosen=0, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=947, question='What is UHK?', correct=2, chosen=2, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=948, question='What is my favorite color?', correct=11, chosen=11, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=949, question='Which artist painted 'Lady with an Ermine'?', correct=1, chosen=1, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=950, question='Where is the capital city of Poland?', correct=0, chosen=0, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=951, question='How does a leap year work? ', correct=4, chosen=4, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=952, question='UHK university location?', correct=2, chosen=2, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=953, question='Who is the author of the painting 'Lady with an Ermine'?', correct=1, chosen=1, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=954, question='What is the next winning lottery number?', correct=11, chosen=11, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=955, question='On which date do people celebrate New Year’s Day?', correct=7, chosen=7, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=956, question='What is the difference between a city and a country?', correct=4, chosen=4, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=957, question='Who is the artist behind Lady with an Ermine?', correct=1, chosen=1, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=958, question='On which date do people celebrate New Year’s Day?', correct=7, chosen=7, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=959, question='Who is the author of 'Lady with an Ermine'?', correct=1, chosen=1, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=960, question='Where is 'Lady with an Ermine' kept?', correct=8, chosen=8, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=961, question='What happens when you mix blue and yellow paint? ', correct=4, chosen=4, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=962, question='What is the capital of Germany?', correct=6, chosen=6, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=963, question='What is the capital of Czech Republic?', correct=5, chosen=2, rew=-1, eps=0.010
INFO:root:[AutoTrain] ep=964, question='Warsaw is the capital of which country?', correct=8, chosen=8, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=965, question='What language do people speak in Czech Republic?', correct=10, chosen=10, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=966, question='Where will I be in 10 years?', correct=11, chosen=11, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=967, question='Who painted the Lady with an Ermine?', correct=1, chosen=1, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=968, question='What is the name of the painting , which features a lady with an ermine?', correct=9, chosen=7, rew=-1, eps=0.010
INFO:root:[AutoTrain] ep=969, question='When is New Year’s Day celebrated?', correct=7, chosen=7, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=970, question='Who is the author of the painting 'Lady with an Ermine'?', correct=1, chosen=1, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=971, question='Date of New Year's Day?', correct=7, chosen=7, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=972, question='Czech Republic official language?', correct=10, chosen=10, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=973, question='Who created the painting 'Lady with an Ermine'?', correct=1, chosen=1, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=974, question='When is New Year’s Day celebrated?', correct=7, chosen=7, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=975, question='In which country can you find the painting 'Lady with an Ermine'?', correct=8, chosen=8, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=976, question='What language do people speak in Czech Republic?', correct=10, chosen=10, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=977, question='Language spoken in Czech Republic?', correct=10, chosen=10, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=978, question='Language spoken in Czech Republic?', correct=10, chosen=10, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=979, question='Explain the concept of gravity in simple terms.', correct=4, chosen=3, rew=-1, eps=0.010
INFO:root:[AutoTrain] ep=980, question='What is the next number in the sequence: 2, 4 , 8, 16...?', correct=4, chosen=4, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=981, question='What will the stock market do next week?', correct=11, chosen=11, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=982, question='New Year's Day date?', correct=7, chosen=7, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=983, question='In which country can you find the painting 'Lady with an Ermine'?', correct=8, chosen=8, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=984, question='What is UHK?', correct=2, chosen=2, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=985, question='Give me an example of a secure password.', correct=4, chosen=6, rew=-1, eps=0.010
INFO:root:[AutoTrain] ep=986, question='Which university that teaches computer science is the biggest in Hradec Kralove?', correct=2, chosen=2, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=987, question='Give me an example of a secure password.', correct=4, chosen=6, rew=-1, eps=0.010
INFO:root:[AutoTrain] ep=988, question='UHK university location?', correct=2, chosen=2, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=989, question='University in Hradec Kralove?', correct=2, chosen=2, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=990, question='What is the language used in the Czech Republic?', correct=10, chosen=10, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=991, question='Tell me about UHK', correct=2, chosen=2, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=992, question='What is the capital of Germany?', correct=6, chosen=6, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=993, question='Where can I find the painting 'Lady with an Ermine'?', correct=8, chosen=8, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=994, question='Who is the author of 'Lady with an Ermine'?', correct=1, chosen=9, rew=-1, eps=0.010
INFO:root:[AutoTrain] ep=995, question='Warsaw is the capital of what country?', correct=8, chosen=8, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=996, question='On which date do people celebrate New Year’s Day?', correct=7, chosen=7, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=997, question='How many planets will be discovered in the future?', correct=11, chosen=11, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=998, question='What is the name of the painting , which features a lady with an ermine?', correct=9, chosen=8, rew=-1, eps=0.010
INFO:root:[AutoTrain] ep=999, question='Tell me about UHK', correct=2, chosen=2, rew=1, eps=0.010
INFO:root:[Training] Duration: 293.36 seconds (4 min 53 sec)
INFO:root:[UserChat] ecount=0, question='What is the capital of Poland?', action=0, rew=1, eps=0.010, CONFIDENCE=-0.0969, TIME=0.0909s, CPU=(0.00%->99.70%), MEM=(316.81MB->316.85MB), answer='Warsaw', lenResp=1, Repeated=False 
INFO:root:[UserChat] ecount=1, question='How many days does February have in a leap year?', action=0, rew=-1, eps=0.010, CONFIDENCE=0.0639, TIME=0.0640s, CPU=(2.10%->100.80%), MEM=(316.85MB->316.85MB), answer='Warsaw', lenResp=1, Repeated=False 
INFO:root:[UserChat] ecount=2, question='What is the name of university in Hradec Kralove?', action=2, rew=1, eps=0.010, CONFIDENCE=-0.0791, TIME=0.0580s, CPU=(2.80%->50.40%), MEM=(316.86MB->316.98MB), answer='UHK (University of Hradec Kralove)', lenResp=5, Repeated=False 
INFO:root:[UserChat] ecount=3, question='When is New Year’s Day celebrated?', action=7, rew=1, eps=0.010, CONFIDENCE=-0.0985, TIME=0.1729s, CPU=(6.50%->36.50%), MEM=(310.30MB->310.33MB), answer='1 January', lenResp=2, Repeated=False 
INFO:root:[UserChat] ecount=4, question='Who painted the Lady with an Ermine?', action=1, rew=1, eps=0.010, CONFIDENCE=-0.1125, TIME=0.0540s, CPU=(3.20%->99.70%), MEM=(310.41MB->310.48MB), answer='Leonardo da Vinci', lenResp=3, Repeated=False 
