INFO:root:[AutoTrain] ep=0, question='Where is the capital city of Poland?', correct=0, chosen=(8, 0.0), rew=-1, eps=0.995
INFO:root:[AutoTrain] ep=1, question='What is the language used in the Czech Republic?', correct=10, chosen=(0, 0.0), rew=-1, eps=0.990
INFO:root:[AutoTrain] ep=2, question='How does a leap year work? ', correct=4, chosen=(9, 0.0), rew=-1, eps=0.985
INFO:root:[AutoTrain] ep=3, question='How many days does February have in a leap year?', correct=3, chosen=(7, 0.0), rew=-1, eps=0.980
INFO:root:[AutoTrain] ep=4, question='Which language do Czechs speak?', correct=10, chosen=(1, 0.0), rew=-1, eps=0.975
INFO:root:[AutoTrain] ep=5, question='Which language do people speak in Czech Republic?', correct=10, chosen=(8, 0.0), rew=-1, eps=0.970
INFO:root:[AutoTrain] ep=6, question='What is the capital of Czech Republic?', correct=5, chosen=(2, 0.0), rew=-1, eps=0.966
INFO:root:[AutoTrain] ep=7, question='What are the main colors of the Polish flag?', correct=4, chosen=(4, 0.0), rew=-1, eps=0.961
INFO:root:[AutoTrain] ep=8, question='Give me an example of a secure password.', correct=4, chosen=(5, 0.0), rew=-1, eps=0.956
INFO:root:[AutoTrain] ep=9, question='University in Hradec Kralove?', correct=2, chosen=(1, 0.0), rew=-1, eps=0.951
INFO:root:[AutoTrain] ep=10, question='How many days in leap year February?', correct=3, chosen=(3, 0.0), rew=-1, eps=0.946
INFO:root:[AutoTrain] ep=11, question='Who will be the next president of Poland?', correct=11, chosen=(0, 0.0), rew=-1, eps=0.942
INFO:root:[AutoTrain] ep=12, question='On which date do people celebrate New Year’s Day?', correct=7, chosen=(5, 0.0), rew=-1, eps=0.937
INFO:root:[AutoTrain] ep=13, question='What is the capital of Poland?', correct=0, chosen=(4, 0.0), rew=-1, eps=0.932
INFO:root:[AutoTrain] ep=14, question='Which language is spoken in Czech Republic?', correct=10, chosen=(6, 0.0), rew=-1, eps=0.928
INFO:root:[AutoTrain] ep=15, question='New Year's Day date?', correct=7, chosen=(6, 0.0), rew=-1, eps=0.923
INFO:root:[AutoTrain] ep=16, question='Which language is spoken in Czech Republic?', correct=10, chosen=(2, 0.0), rew=-1, eps=0.918
INFO:root:[AutoTrain] ep=17, question='What is the capital of Poland?', correct=0, chosen=(1, 0.0), rew=-1, eps=0.914
INFO:root:[AutoTrain] ep=18, question='Who will be the next president of Poland?', correct=11, chosen=(12, 0.0), rew=-1, eps=0.909
INFO:root:[AutoTrain] ep=19, question='Is there a university called UHK?', correct=2, chosen=(5, 0.0), rew=-1, eps=0.905
INFO:root:[AutoTrain] ep=20, question='Warsaw is capital of what country?', correct=8, chosen=(10, 0.0), rew=-1, eps=0.900
INFO:root:[AutoTrain] ep=21, question='Lady with Ermine location?', correct=8, chosen=(1, 0.0), rew=-1, eps=0.896
INFO:root:[AutoTrain] ep=22, question='What is the next winning lottery number?', correct=11, chosen=(9, 0.0), rew=-1, eps=0.891
INFO:root:[AutoTrain] ep=23, question='Where you can found painting: Lady with an Ermine?', correct=8, chosen=(4, 0.0), rew=-1, eps=0.887
INFO:root:[AutoTrain] ep=24, question='What is the capital of the Czech Republic?', correct=5, chosen=(7, 0.0), rew=-1, eps=0.882
INFO:root:[AutoTrain] ep=25, question='Which language do people speak in Czech Republic?', correct=10, chosen=(5, 1.0256591943619795), rew=-1, eps=0.878
INFO:root:[AutoTrain] ep=26, question='What language do people speak in Czechia?', correct=10, chosen=(9, 0.0), rew=-1, eps=0.873
INFO:root:[AutoTrain] ep=27, question='Where is located the painting called 'Lady with an Ermine'?', correct=8, chosen=(5, 10.933402106369346), rew=-1, eps=0.869
INFO:root:[AutoTrain] ep=28, question='What is the difference between a city and a country?', correct=4, chosen=(11, 0.0), rew=-1, eps=0.865
INFO:root:[AutoTrain] ep=29, question='Czech Republic official language?', correct=10, chosen=(7, 0.0), rew=-1, eps=0.860
INFO:root:[AutoTrain] ep=30, question='Where is 'Lady with an Ermine' kept?', correct=8, chosen=(1, 0.0), rew=-1, eps=0.856
INFO:root:[AutoTrain] ep=0, question='Which city keeps 'Lady with an Ermine'?', correct=8, chosen=10, rew=-1, eps=0.995
INFO:root:[AutoTrain] ep=166, question='In which city is 'Lady with an Ermine' located?', correct=9, chosen=7, rew=-1, eps=0.433
INFO:root:[AutoTrain] ep=167, question='Who created the painting 'Lady with an Ermine'?', correct=1, chosen=10, rew=-1, eps=0.431
INFO:root:[AutoTrain] ep=168, question='Where is the capital city of Poland?', correct=0, chosen=12, rew=-1, eps=0.429
INFO:root:[AutoTrain] ep=169, question='Name the painter of the Lady with an Ermine.', correct=1, chosen=10, rew=-1, eps=0.427
INFO:root:[AutoTrain] ep=170, question='Capitol of Poland?', correct=0, chosen=3, rew=-1, eps=0.424
INFO:root:[AutoTrain] ep=171, question='Can you tell me what I had for breakfast today?', correct=11, chosen=7, rew=-1, eps=0.422
INFO:root:[AutoTrain] ep=172, question='UHK university location?', correct=2, chosen=0, rew=-1, eps=0.420
INFO:root:[AutoTrain] ep=173, question='How many planets will be discovered in the future?', correct=11, chosen=10, rew=-1, eps=0.418
INFO:root:[AutoTrain] ep=174, question='Where is 'Lady with an Ermine' kept?', correct=8, chosen=4, rew=-1, eps=0.416
INFO:root:[AutoTrain] ep=175, question='Where can I find the painting 'Lady with an Ermine'?', correct=8, chosen=1, rew=-1, eps=0.414
INFO:root:[AutoTrain] ep=176, question='What is UHK?', correct=2, chosen=10, rew=-1, eps=0.412
INFO:root:[AutoTrain] ep=177, question='What happens when you mix blue and yellow paint? ', correct=4, chosen=2, rew=-1, eps=0.410
INFO:root:[AutoTrain] ep=178, question='Tell me about UHK', correct=2, chosen=10, rew=-1, eps=0.408
INFO:root:[AutoTrain] ep=179, question='Name the painter of the Lady with an Ermine.', correct=1, chosen=6, rew=-1, eps=0.406
INFO:root:[AutoTrain] ep=180, question='What is the capital of the Czech Republic?', correct=5, chosen=10, rew=-1, eps=0.404
INFO:root:[AutoTrain] ep=181, question='Where will I be in 10 years?', correct=11, chosen=2, rew=-1, eps=0.402
INFO:root:[AutoTrain] ep=182, question='What is the capital of Germany?', correct=6, chosen=1, rew=-1, eps=0.400
INFO:root:[AutoTrain] ep=183, question='Which city keeps 'Lady with an Ermine'?', correct=8, chosen=7, rew=-1, eps=0.398
INFO:root:[AutoTrain] ep=184, question='Where is located the painting called 'Lady with an Ermine'?', correct=8, chosen=11, rew=-1, eps=0.396
INFO:root:[AutoTrain] ep=185, question='Capitol of Poland?', correct=0, chosen=3, rew=-1, eps=0.394
INFO:root:[AutoTrain] ep=186, question='What is the difference between a city and a country?', correct=4, chosen=3, rew=-1, eps=0.392
INFO:root:[AutoTrain] ep=187, question='Language spoken in Czech Republic?', correct=10, chosen=8, rew=-1, eps=0.390
INFO:root:[AutoTrain] ep=188, question='Which university that teaches computer science is the biggest in Hradec Kralove?', correct=2, chosen=4, rew=-1, eps=0.388
INFO:root:[AutoTrain] ep=189, question='How many days does February contain in a leap year?', correct=3, chosen=3, rew=1, eps=0.386
INFO:root:[AutoTrain] ep=190, question='Who is the author of 'Lady with an Ermine'?', correct=1, chosen=10, rew=-1, eps=0.384
INFO:root:[AutoTrain] ep=191, question='Where is 'Lady with an Ermine' located?', correct=8, chosen=5, rew=-1, eps=0.382
INFO:root:[AutoTrain] ep=192, question='Czech Republic official language?', correct=10, chosen=2, rew=-1, eps=0.380
INFO:root:[AutoTrain] ep=193, question='What is UHK?', correct=2, chosen=10, rew=-1, eps=0.378
INFO:root:[AutoTrain] ep=194, question='University in Hradec Kralove?', correct=2, chosen=1, rew=-1, eps=0.376
INFO:root:[AutoTrain] ep=195, question='Where is 'Lady with an Ermine' displayed?', correct=8, chosen=6, rew=-1, eps=0.374
INFO:root:[AutoTrain] ep=196, question='Who will be the next president of Poland?', correct=11, chosen=10, rew=-1, eps=0.373
INFO:root:[AutoTrain] ep=197, question='Where you can found painting: Lady with an Ermine?', correct=8, chosen=2, rew=-1, eps=0.371
INFO:root:[AutoTrain] ep=198, question='Tell me about UHK', correct=2, chosen=10, rew=-1, eps=0.369
INFO:root:[AutoTrain] ep=199, question='Warsaw is capital of what country?', correct=8, chosen=10, rew=-1, eps=0.367
INFO:root:[AutoTrain] ep=200, question='Where you can found painting: Lady with an Ermine?', correct=8, chosen=4, rew=-1, eps=0.365
INFO:root:[AutoTrain] ep=201, question='Who is the painter of 'Lady with an Ermine'?', correct=1, chosen=0, rew=-1, eps=0.363
INFO:root:[AutoTrain] ep=202, question='What is the difference between a city and a country?', correct=4, chosen=3, rew=-1, eps=0.361
INFO:root:[AutoTrain] ep=203, question='Name the painter of the Lady with an Ermine.', correct=1, chosen=2, rew=-1, eps=0.360
INFO:root:[AutoTrain] ep=204, question='In which city is 'Lady with an Ermine' located?', correct=9, chosen=8, rew=-1, eps=0.358
INFO:root:[AutoTrain] ep=205, question='Which language is spoken in Czech Republic?', correct=10, chosen=5, rew=-1, eps=0.356
INFO:root:[AutoTrain] ep=206, question='Who is the author of the painting 'Lady with an Ermine'?', correct=1, chosen=2, rew=-1, eps=0.354
INFO:root:[AutoTrain] ep=207, question='Can you tell me what I had for breakfast today?', correct=11, chosen=5, rew=-1, eps=0.353
INFO:root:[AutoTrain] ep=208, question='Who painted the Lady with an Ermine?', correct=1, chosen=11, rew=-1, eps=0.351
INFO:root:[AutoTrain] ep=209, question='Warsaw is the capital of what country?', correct=8, chosen=10, rew=-1, eps=0.349
INFO:root:[AutoTrain] ep=210, question='Where is the capital city of Poland?', correct=0, chosen=4, rew=-1, eps=0.347
INFO:root:[AutoTrain] ep=211, question='What will the stock market do next week?', correct=11, chosen=2, rew=-1, eps=0.346
INFO:root:[AutoTrain] ep=212, question='Where is located the painting called 'Lady with an Ermine'?', correct=8, chosen=10, rew=-1, eps=0.344
INFO:root:[AutoTrain] ep=213, question='Explain the concept of gravity in simple terms.', correct=4, chosen=12, rew=-1, eps=0.342
INFO:root:[AutoTrain] ep=214, question='Who is the artist behind Lady with an Ermine?', correct=1, chosen=2, rew=-1, eps=0.340
INFO:root:[AutoTrain] ep=215, question='What will the stock market do next week?', correct=11, chosen=2, rew=-1, eps=0.339
INFO:root:[AutoTrain] ep=216, question='University in Hradec Kralove?', correct=2, chosen=1, rew=-1, eps=0.337
INFO:root:[AutoTrain] ep=217, question='Where is located the painting called 'Lady with an Ermine'?', correct=8, chosen=10, rew=-1, eps=0.335
INFO:root:[AutoTrain] ep=218, question='Which language do Czechs speak?', correct=10, chosen=10, rew=1, eps=0.334
INFO:root:[AutoTrain] ep=219, question='What is my favorite color?', correct=11, chosen=2, rew=-1, eps=0.332
INFO:root:[AutoTrain] ep=220, question='Which language is spoken in the Czech Republic?', correct=10, chosen=10, rew=1, eps=0.330
INFO:root:[AutoTrain] ep=221, question='Who will be the next president of Poland?', correct=11, chosen=11, rew=1, eps=0.329
INFO:root:[AutoTrain] ep=222, question='What happens when you mix blue and yellow paint? ', correct=4, chosen=2, rew=-1, eps=0.327
INFO:root:[AutoTrain] ep=223, question='Name the painter of the Lady with an Ermine.', correct=1, chosen=6, rew=-1, eps=0.325
INFO:root:[AutoTrain] ep=224, question='When is January 1 celebrated?', correct=7, chosen=3, rew=-1, eps=0.324
INFO:root:[AutoTrain] ep=225, question='How many days does February have in a leap year?', correct=3, chosen=9, rew=-1, eps=0.322
INFO:root:[AutoTrain] ep=226, question='What is capital of Germany?', correct=6, chosen=6, rew=1, eps=0.321
INFO:root:[AutoTrain] ep=227, question='In which country can you find the painting 'Lady with an Ermine'?', correct=8, chosen=10, rew=-1, eps=0.319
INFO:root:[AutoTrain] ep=228, question='What is the language used in the Czech Republic?', correct=10, chosen=8, rew=-1, eps=0.317
INFO:root:[AutoTrain] ep=229, question='What is the capital of Germany?', correct=6, chosen=6, rew=1, eps=0.316
INFO:root:[AutoTrain] ep=230, question='What is the next winning lottery number?', correct=11, chosen=1, rew=-1, eps=0.314
INFO:root:[AutoTrain] ep=231, question='Which language is spoken in the Czech Republic?', correct=10, chosen=0, rew=-1, eps=0.313
INFO:root:[AutoTrain] ep=232, question='In which country can you find the painting 'Lady with an Ermine'?', correct=8, chosen=7, rew=-1, eps=0.311
INFO:root:[AutoTrain] ep=233, question='University in Hradec Kralove?', correct=2, chosen=7, rew=-1, eps=0.309
INFO:root:[AutoTrain] ep=234, question='Where is the capital city of Poland?', correct=0, chosen=3, rew=-1, eps=0.308
INFO:root:[AutoTrain] ep=235, question='Where is 'Lady with an Ermine' located?', correct=8, chosen=7, rew=-1, eps=0.306
INFO:root:[AutoTrain] ep=236, question='UHK university location?', correct=2, chosen=8, rew=-1, eps=0.305
INFO:root:[AutoTrain] ep=237, question='Who is the author of 'Lady with an Ermine'?', correct=1, chosen=10, rew=-1, eps=0.303
INFO:root:[AutoTrain] ep=238, question='Warsaw is the capital of which country?', correct=8, chosen=7, rew=-1, eps=0.302
INFO:root:[AutoTrain] ep=239, question='Painter of the Lady with an Ermine?', correct=1, chosen=6, rew=-1, eps=0.300
INFO:root:[AutoTrain] ep=240, question='What is UHK?', correct=2, chosen=5, rew=-1, eps=0.299
INFO:root:[AutoTrain] ep=241, question='What is the next number in the sequence: 2, 4 , 8, 16...?', correct=4, chosen=12, rew=-1, eps=0.297
INFO:root:[AutoTrain] ep=242, question='What is the difference between a city and a country?', correct=4, chosen=10, rew=-1, eps=0.296
INFO:root:[AutoTrain] ep=243, question='Who is the author of 'Lady with an Ermine'?', correct=1, chosen=10, rew=-1, eps=0.294
INFO:root:[AutoTrain] ep=244, question='How many days does February have in a leap year?', correct=3, chosen=3, rew=1, eps=0.293
INFO:root:[AutoTrain] ep=245, question='What is the capital of the Czech Republic?', correct=5, chosen=10, rew=-1, eps=0.291
INFO:root:[AutoTrain] ep=246, question='What happens when you mix blue and yellow paint? ', correct=4, chosen=10, rew=-1, eps=0.290
INFO:root:[AutoTrain] ep=247, question='What will the stock market do next week?', correct=11, chosen=11, rew=1, eps=0.288
INFO:root:[AutoTrain] ep=248, question='Can you tell me what I had for breakfast today?', correct=11, chosen=10, rew=-1, eps=0.287
INFO:root:[AutoTrain] ep=249, question='In which country can you find the painting 'Lady with an Ermine'?', correct=8, chosen=10, rew=-1, eps=0.286
INFO:root:[AutoTrain] ep=250, question='What is the capital of Germany?', correct=6, chosen=7, rew=-1, eps=0.284
INFO:root:[AutoTrain] ep=251, question='How many days in leap year February?', correct=3, chosen=11, rew=-1, eps=0.283
INFO:root:[AutoTrain] ep=252, question='Who is the author of 'Lady with an Ermine'?', correct=1, chosen=3, rew=-1, eps=0.281
INFO:root:[AutoTrain] ep=253, question='Name the painter of the Lady with an Ermine.', correct=1, chosen=11, rew=-1, eps=0.280
INFO:root:[AutoTrain] ep=254, question='What language do people speak in Czechia?', correct=10, chosen=10, rew=1, eps=0.279
INFO:root:[AutoTrain] ep=255, question='What day is New Year?', correct=7, chosen=4, rew=-1, eps=0.277
INFO:root:[AutoTrain] ep=256, question='Who created the painting 'Lady with an Ermine'?', correct=1, chosen=5, rew=-1, eps=0.276
INFO:root:[AutoTrain] ep=257, question='Czech Republic language?', correct=10, chosen=10, rew=1, eps=0.274
INFO:root:[AutoTrain] ep=258, question='How many days does February have in a leap year?', correct=3, chosen=3, rew=1, eps=0.273
INFO:root:[AutoTrain] ep=259, question='Which city keeps 'Lady with an Ermine'?', correct=8, chosen=4, rew=-1, eps=0.272
INFO:root:[AutoTrain] ep=260, question='Tell me about UHK', correct=2, chosen=10, rew=-1, eps=0.270
INFO:root:[AutoTrain] ep=261, question='What is the capital of Czech Republic?', correct=5, chosen=10, rew=-1, eps=0.269
INFO:root:[AutoTrain] ep=262, question='Warsaw is the capital of what country?', correct=8, chosen=6, rew=-1, eps=0.268
INFO:root:[AutoTrain] ep=263, question='What is the name of the painting , which features a lady with an ermine?', correct=9, chosen=4, rew=-1, eps=0.266
INFO:root:[AutoTrain] ep=264, question='Where is 'Lady with an Ermine' kept?', correct=8, chosen=4, rew=-1, eps=0.265
INFO:root:[AutoTrain] ep=265, question='What is my favorite color?', correct=11, chosen=6, rew=-1, eps=0.264
INFO:root:[AutoTrain] ep=266, question='What is the next number in the sequence: 2, 4 , 8, 16...?', correct=4, chosen=6, rew=-1, eps=0.262
INFO:root:[AutoTrain] ep=267, question='Where is the capital city of Poland?', correct=0, chosen=1, rew=-1, eps=0.261
INFO:root:[AutoTrain] ep=268, question='What is capital of Germany?', correct=6, chosen=6, rew=1, eps=0.260
INFO:root:[AutoTrain] ep=269, question='What language do people speak in Czechia?', correct=10, chosen=2, rew=-1, eps=0.258
INFO:root:[AutoTrain] ep=270, question='Who created the painting 'Lady with an Ermine'?', correct=1, chosen=10, rew=-1, eps=0.257
INFO:root:[AutoTrain] ep=271, question='What will the stock market do next week?', correct=11, chosen=4, rew=-1, eps=0.256
INFO:root:[AutoTrain] ep=272, question='What is the difference between a city and a country?', correct=4, chosen=10, rew=-1, eps=0.255
INFO:root:[AutoTrain] ep=273, question='Which university that teaches computer science is the biggest in Hradec Kralove?', correct=2, chosen=10, rew=-1, eps=0.253
INFO:root:[AutoTrain] ep=274, question='What is the language used in the Czech Republic?', correct=10, chosen=10, rew=1, eps=0.252
INFO:root:[AutoTrain] ep=275, question='Which language is spoken in the Czech Republic?', correct=10, chosen=10, rew=1, eps=0.251
INFO:root:[AutoTrain] ep=276, question='Where is 'Lady with an Ermine' located?', correct=8, chosen=5, rew=-1, eps=0.249
INFO:root:[AutoTrain] ep=277, question='Warsaw is the capital of which country?', correct=8, chosen=7, rew=-1, eps=0.248
INFO:root:[AutoTrain] ep=278, question='What language do people speak in Czechia?', correct=10, chosen=10, rew=1, eps=0.247
INFO:root:[AutoTrain] ep=279, question='Who is the author of the painting 'Lady with an Ermine'?', correct=1, chosen=6, rew=-1, eps=0.246
INFO:root:[AutoTrain] ep=280, question='In which country can you find the painting 'Lady with an Ermine'?', correct=8, chosen=2, rew=-1, eps=0.245
INFO:root:[AutoTrain] ep=281, question='Who is the author of 'Lady with an Ermine'?', correct=1, chosen=2, rew=-1, eps=0.243
INFO:root:[AutoTrain] ep=282, question='Which language do Czechs speak?', correct=10, chosen=8, rew=-1, eps=0.242
INFO:root:[AutoTrain] ep=283, question='Who is the artist behind Lady with an Ermine?', correct=1, chosen=5, rew=-1, eps=0.241
INFO:root:[AutoTrain] ep=284, question='How many days in leap year February?', correct=3, chosen=0, rew=-1, eps=0.240
INFO:root:[AutoTrain] ep=285, question='What is the capital of Czech Republic?', correct=5, chosen=3, rew=-1, eps=0.238
INFO:root:[AutoTrain] ep=286, question='When is New Year's Day celebrated?', correct=7, chosen=10, rew=-1, eps=0.237
INFO:root:[AutoTrain] ep=287, question='Who is the painter of 'Lady with an Ermine'?', correct=1, chosen=11, rew=-1, eps=0.236
INFO:root:[AutoTrain] ep=288, question='University in Hradec Kralove?', correct=2, chosen=10, rew=-1, eps=0.235
INFO:root:[AutoTrain] ep=289, question='Which language is spoken in the Czech Republic?', correct=10, chosen=10, rew=1, eps=0.234
INFO:root:[AutoTrain] ep=290, question='Which university that teaches computer science is the biggest in Hradec Kralove?', correct=2, chosen=10, rew=-1, eps=0.233
INFO:root:[AutoTrain] ep=291, question='How many days in leap year February?', correct=3, chosen=3, rew=1, eps=0.231
INFO:root:[AutoTrain] ep=292, question='In which city is 'Lady with an Ermine' located?', correct=9, chosen=8, rew=-1, eps=0.230
INFO:root:[AutoTrain] ep=293, question='Where is located the painting called 'Lady with an Ermine'?', correct=8, chosen=10, rew=-1, eps=0.229
INFO:root:[AutoTrain] ep=294, question='What is the difference between a city and a country?', correct=4, chosen=6, rew=-1, eps=0.228
INFO:root:[AutoTrain] ep=295, question='Tell me about UHK', correct=2, chosen=10, rew=-1, eps=0.227
INFO:root:[AutoTrain] ep=296, question='What is capital of Germany?', correct=6, chosen=6, rew=1, eps=0.226
INFO:root:[AutoTrain] ep=297, question='On which date do people celebrate New Year’s Day?', correct=7, chosen=7, rew=1, eps=0.225
INFO:root:[AutoTrain] ep=298, question='Warsaw is capital of what country?', correct=8, chosen=6, rew=-1, eps=0.223
INFO:root:[AutoTrain] ep=299, question='In which city is 'Lady with an Ermine' located?', correct=9, chosen=6, rew=-1, eps=0.222
INFO:root:[AutoTrain] ep=300, question='Warsaw is the capital of what country?', correct=8, chosen=6, rew=-1, eps=0.221
INFO:root:[AutoTrain] ep=301, question='What is the language used in the Czech Republic?', correct=10, chosen=10, rew=1, eps=0.220
INFO:root:[AutoTrain] ep=302, question='Which language do people speak in Czech Republic?', correct=10, chosen=9, rew=-1, eps=0.219
INFO:root:[AutoTrain] ep=303, question='When is January 1 celebrated?', correct=7, chosen=10, rew=-1, eps=0.218
INFO:root:[AutoTrain] ep=304, question='Which language do Czechs speak?', correct=10, chosen=10, rew=1, eps=0.217
INFO:root:[AutoTrain] ep=305, question='What day is New Year?', correct=7, chosen=7, rew=1, eps=0.216
INFO:root:[AutoTrain] ep=306, question='Give me an example of a secure password.', correct=4, chosen=3, rew=-1, eps=0.215
INFO:root:[AutoTrain] ep=307, question='Where is located the painting called 'Lady with an Ermine'?', correct=8, chosen=10, rew=-1, eps=0.214
INFO:root:[AutoTrain] ep=308, question='In which city is 'Lady with an Ermine' located?', correct=9, chosen=6, rew=-1, eps=0.212
INFO:root:[AutoTrain] ep=309, question='Is there a university called UHK?', correct=2, chosen=10, rew=-1, eps=0.211
INFO:root:[AutoTrain] ep=310, question='What is the capital of Germany?', correct=6, chosen=6, rew=1, eps=0.210
INFO:root:[AutoTrain] ep=311, question='Language spoken in Czech Republic?', correct=10, chosen=10, rew=1, eps=0.209
INFO:root:[AutoTrain] ep=312, question='What language do people speak in Czechia?', correct=10, chosen=4, rew=-1, eps=0.208
INFO:root:[AutoTrain] ep=313, question='Czech Republic language?', correct=10, chosen=10, rew=1, eps=0.207
INFO:root:[AutoTrain] ep=314, question='What is the capital of Poland?', correct=0, chosen=11, rew=-1, eps=0.206
INFO:root:[AutoTrain] ep=315, question='Where is located the painting called 'Lady with an Ermine'?', correct=8, chosen=10, rew=-1, eps=0.205
INFO:root:[AutoTrain] ep=316, question='Name the painter of the Lady with an Ermine.', correct=1, chosen=1, rew=1, eps=0.204
INFO:root:[AutoTrain] ep=317, question='What is the next number in the sequence: 2, 4 , 8, 16...?', correct=4, chosen=7, rew=-1, eps=0.203
INFO:root:[AutoTrain] ep=318, question='Czech Republic official language?', correct=10, chosen=9, rew=-1, eps=0.202
INFO:root:[AutoTrain] ep=319, question='Can you tell me what I had for breakfast today?', correct=11, chosen=6, rew=-1, eps=0.201
INFO:root:[AutoTrain] ep=320, question='What is the capital of Germany?', correct=6, chosen=6, rew=1, eps=0.200
INFO:root:[AutoTrain] ep=321, question='Who is the author of the painting 'Lady with an Ermine'?', correct=1, chosen=3, rew=-1, eps=0.199
INFO:root:[AutoTrain] ep=322, question='Who is the author of 'Lady with an Ermine'?', correct=1, chosen=2, rew=-1, eps=0.198
INFO:root:[AutoTrain] ep=323, question='What is the capital of Czech Republic?', correct=5, chosen=10, rew=-1, eps=0.197
INFO:root:[AutoTrain] ep=324, question='Who is the artist behind Lady with an Ermine?', correct=1, chosen=6, rew=-1, eps=0.196
INFO:root:[AutoTrain] ep=325, question='Which language do people speak in Czech Republic?', correct=10, chosen=1, rew=-1, eps=0.195
INFO:root:[AutoTrain] ep=326, question='On which date do people celebrate New Year’s Day?', correct=7, chosen=7, rew=1, eps=0.194
INFO:root:[AutoTrain] ep=327, question='What is Poland's capital?', correct=0, chosen=6, rew=-1, eps=0.193
INFO:root:[AutoTrain] ep=328, question='Which language do people speak in Czech Republic?', correct=10, chosen=10, rew=1, eps=0.192
INFO:root:[AutoTrain] ep=329, question='Give me an example of a secure password.', correct=4, chosen=7, rew=-1, eps=0.191
INFO:root:[AutoTrain] ep=330, question='What happens when you mix blue and yellow paint? ', correct=4, chosen=6, rew=-1, eps=0.190
INFO:root:[AutoTrain] ep=331, question='Warsaw is the capital of which country?', correct=8, chosen=7, rew=-1, eps=0.189
INFO:root:[AutoTrain] ep=332, question='Name the painter of the Lady with an Ermine.', correct=1, chosen=1, rew=1, eps=0.188
INFO:root:[AutoTrain] ep=333, question='Warsaw is the capital of what country?', correct=8, chosen=6, rew=-1, eps=0.187
INFO:root:[AutoTrain] ep=334, question='Can you tell me what I had for breakfast today?', correct=11, chosen=11, rew=1, eps=0.187
INFO:root:[AutoTrain] ep=335, question='Where is located the painting called 'Lady with an Ermine'?', correct=8, chosen=5, rew=-1, eps=0.186
INFO:root:[AutoTrain] ep=336, question='Where you can found painting: Lady with an Ermine?', correct=8, chosen=4, rew=-1, eps=0.185
INFO:root:[AutoTrain] ep=337, question='What is the language used in the Czech Republic?', correct=10, chosen=10, rew=1, eps=0.184
INFO:root:[AutoTrain] ep=338, question='What is my favorite color?', correct=11, chosen=11, rew=1, eps=0.183
INFO:root:[AutoTrain] ep=339, question='Which country has Lady with an Ermine?', correct=8, chosen=1, rew=-1, eps=0.182
INFO:root:[AutoTrain] ep=340, question='What is the capital of the Czech Republic?', correct=5, chosen=10, rew=-1, eps=0.181
INFO:root:[AutoTrain] ep=341, question='In which city is 'Lady with an Ermine' located?', correct=9, chosen=7, rew=-1, eps=0.180
INFO:root:[AutoTrain] ep=342, question='Where will I be in 10 years?', correct=11, chosen=7, rew=-1, eps=0.179
INFO:root:[AutoTrain] ep=343, question='Who is the author of the painting 'Lady with an Ermine'?', correct=1, chosen=3, rew=-1, eps=0.178
INFO:root:[AutoTrain] ep=344, question='What is the difference between a city and a country?', correct=4, chosen=7, rew=-1, eps=0.177
INFO:root:[AutoTrain] ep=345, question='Capital of Poland is? ', correct=0, chosen=3, rew=-1, eps=0.177
INFO:root:[AutoTrain] ep=346, question='Give me an example of a secure password.', correct=4, chosen=7, rew=-1, eps=0.176
INFO:root:[AutoTrain] ep=347, question='Which country has Lady with an Ermine?', correct=8, chosen=1, rew=-1, eps=0.175
INFO:root:[AutoTrain] ep=348, question='Tell me about UHK', correct=2, chosen=2, rew=1, eps=0.174
INFO:root:[AutoTrain] ep=349, question='What is the next number in the sequence: 2, 4 , 8, 16...?', correct=4, chosen=10, rew=-1, eps=0.173
INFO:root:[AutoTrain] ep=350, question='Give me an example of a secure password.', correct=4, chosen=3, rew=-1, eps=0.172
INFO:root:[AutoTrain] ep=351, question='Which language do people speak in Czech Republic?', correct=10, chosen=10, rew=1, eps=0.171
INFO:root:[AutoTrain] ep=352, question='What is Poland's capital?', correct=0, chosen=11, rew=-1, eps=0.170
INFO:root:[AutoTrain] ep=353, question='Date of New Year's Day?', correct=7, chosen=12, rew=-1, eps=0.170
INFO:root:[AutoTrain] ep=354, question='Capital of Poland is? ', correct=0, chosen=3, rew=-1, eps=0.169
INFO:root:[AutoTrain] ep=355, question='In which country can you find the painting 'Lady with an Ermine'?', correct=8, chosen=1, rew=-1, eps=0.168
INFO:root:[AutoTrain] ep=356, question='What is the difference between a city and a country?', correct=4, chosen=3, rew=-1, eps=0.167
INFO:root:[AutoTrain] ep=357, question='What language do people speak in Czechia?', correct=10, chosen=10, rew=1, eps=0.166
INFO:root:[AutoTrain] ep=358, question='Can you tell me what I had for breakfast today?', correct=11, chosen=11, rew=1, eps=0.165
INFO:root:[AutoTrain] ep=359, question='What is the language used in the Czech Republic?', correct=10, chosen=10, rew=1, eps=0.165
INFO:root:[AutoTrain] ep=360, question='Which artist painted 'Lady with an Ermine'?', correct=1, chosen=6, rew=-1, eps=0.164
INFO:root:[AutoTrain] ep=361, question='On which date do people celebrate New Year’s Day?', correct=7, chosen=7, rew=1, eps=0.163
INFO:root:[AutoTrain] ep=362, question='Where is located the painting called 'Lady with an Ermine'?', correct=8, chosen=11, rew=-1, eps=0.162
